"","seed","up_fdr","down_fdr","up_complement_OR","up_complement_P","down_synGO_OR","down_synGO_P"
"190","BLOC1S6",4994,4343,0.43661374513456,0.119528048331027,1.84074055815765,5.27379801298012e-16
"191","MYEF2",3498,3002,0.488115428828218,0.363101394929579,0.828179181190522,0.0768175380292561
"192","SGK3",4758,5869,2.71671311821947,0.00246606148720086,4.36110256848337,1.38311597055515e-113
"193","PDGFRL",944,1244,2.02381814490749,0.198976464527442,7.84257561903317,3.11003683111738e-113
"194","CSPP1",2355,2175,0.495530322460454,0.42991562065635,4.62325459075195,1.25223927694026e-78
"195","ZDHHC2",4826,5539,1.35397501312092,0.427212453155776,3.11998197737607,1.73705603166261e-65
"196","BRF2",2723,1331,0.88859220302723,1,1.59144952067008,0.000199479117164959
"197","TRIM35",1035,447,0,0.416299769849825,1.22301738805911,0.334650868975268
"198","ZFAND1",4510,3517,0.494866315452075,0.222870137890561,1.82932858857515,9.3603446872791e-14
"199","CA2",3217,4120,2.18975339086437,0.0349495765814978,4.52904314621699,1.37667327898324e-107
"200","FZD3",4172,3127,0.257825672464304,0.0555077181506535,0.896129003706502,0.28839001538894
"201","INTS9",1618,1622,0.744796380211529,1,1.66084907213348,6.89055560323129e-06
"202","RIPK2",1858,1826,2.57369977053506,0.029508280683179,1.52071615557362,0.000132084803733571
"203","EYA1",2798,3886,0.862253656449091,1,4.14521243865835,9.09681001633508e-92
"204","NBN",4936,4584,0.568713623288645,0.325109116639217,2.83339100741011,4.34148501504021e-50
"205","TRPA1",1,1,0,1,0,1
"206","CPQ",4732,5531,4.89772169082598,7.07870419553204e-07,4.47588550038443,2.83232525092936e-116
"207","DECR1",4034,4808,2.69360716840021,0.00437493724793837,5.27570955867425,2.13958665194723e-139
"208","CALB1",3402,1758,0.159722140910534,0.0371555291715141,0.912572453728188,0.531861781468974
"209","IMPAD1",3746,3216,0.617098965514841,0.509832554071934,0.722010310772443,0.00190851832954629
"210","SFRP1",2274,2602,2.06577099990218,0.0937571051288281,4.2070129845483,1.26305651143186e-75
"211","LAPTM4B",1641,1612,1.9853394405417,0.190005725809135,2.17798555276988,3.34950572175412e-13
"212","UBE2W",4078,4125,0.407691580916886,0.141091039962232,1.90461972726796,2.73792475143496e-17
"213","POP1",715,160,0,0.632247987015266,2.27388050693866,0.00722035980504495
"214","NIPAL2",4764,4396,0.59385409181482,0.324733050063683,0.876170204073792,0.131663097180179
"215","IKBKB",2722,3216,1.99116951253036,0.079569298255473,5.05023185362134,1.32970983836997e-112
"216","PLAT",1451,1304,10.3915258719544,4.00929883336276e-10,4.34295736848706,4.68931431949227e-49
"217","JPH1",4480,4302,0.236717339602192,0.0248421688294657,0.913712858464519,0.310696091454848
"218","STK3",5361,5930,7.6303912468542,1.86859377900934e-10,3.96162351841127,3.62784483116772e-99
"219","GDAP1",5066,4645,0.313354321320286,0.0493463589042424,0.756242570849048,0.00157311900924944
"220","RAB2A",4748,3843,0.339614502503789,0.0706760880593096,1.39751375811337,5.45375886937278e-05
"221","EIF3E",5159,4789,3.63293553372593,5.4854023791973e-05,3.44158776404583,6.70363926129976e-74
"222","EMC2",4410,5152,4.40800295894786,4.91068329323475e-06,4.14366262056226,5.70244636229251e-102
"223","ESRP1",1289,736,0.461758156540276,0.723240124312072,1.40425128094349,0.0461525696257564
"224","WISP1",2,7,0,1,0,1
"225","NDRG1",3384,3830,6.03196493132737,6.34568896963585e-08,4.58053015972507,4.36682711665399e-106
"226","ZC2HC1A",2972,1870,0.186368968888826,0.0847540371526775,0.615345094786668,0.000645245569696209
"227","IL7",62,36,0,1,0.672156761833305,1
"228","STMN2",4969,3316,0.320902065852276,0.0488523765689129,0.801824584586282,0.030284768320009
"229","ARMC1",2212,1438,0,0.0477213383196832,0.768147247515909,0.0861071434120095
"230","TRPS1",4258,5448,1.37542862278134,0.404369061497847,3.99479817074656,2.36919145614231e-98
"231","SPAG1",496,443,3.92831938002385,0.0470502893827888,3.31533599376629,2.53342085545602e-12
"232","CHRAC1",3219,4205,3.14222344389938,0.00135248998283137,2.83515149757299,4.51296722103559e-48
"233","NCALD",5439,4608,0.503545371790781,0.184553759075794,0.763922603240487,0.00231348953999559
"234","SNX16",3631,3195,0.46740219863473,0.266430864502382,1.5428621417748,5.98005570699548e-07
"235","UBR5",3127,2418,0.97642812323755,1,2.59831139064999,5.02267405942316e-28
"236","GSDMD",2441,2600,15.6453885376546,8.36378921374697e-17,6.71336998901311,9.34579570839561e-148
"237","TSTA3",3572,2173,0.151006510334276,0.0243806547425904,1.13693479197683,0.233634355193058
"238","PYCRL",3432,2808,0.32434555713781,0.114012810842612,1.07905127229256,0.44786570885144
"239","EEF1D",3622,3172,1.0175762499086,1,4.66205738171521,1.6698530037682e-99
"240","SQLE",2598,2041,0.44446300617866,0.435975984274815,2.52550135193012,3.42965340339575e-23
"241","SH2D4A",1658,1728,9.95627533796052,2.87477119644548e-10,3.62014745651974,6.89723144378206e-44
"242","INTS10",2907,1830,2.14398645308066,0.0485573798590885,3.33288667711499,4.47857175240244e-39
"243","ERI1",4290,4735,3.75886662026135,5.75726609112268e-05,4.20789475700557,9.66626168303534e-102
"244","SLC39A14",2741,2010,2.6249279290337,0.0112260233991654,1.19869404606242,0.0999266730482163
"245","MTMR9",4956,4190,0.440995314118832,0.12002240638079,1.0031854586402,0.96592738756492
"246","LEPROTL1",3799,3575,0.443309752728264,0.195361439552327,1.8046260014996,2.76666829406005e-13
"247","DCTN6",4417,3494,1.9315335418884,0.0629326183121615,2.36012539830208,1.99434605055657e-28
"248","R3HCC1",2629,1442,0,0.0192004475489817,1.9871571116577,1.65864210310123e-09
"249","GSR",3348,2365,0.162748475029248,0.0369486996177868,1.06846728321279,0.512781902248225
"250","TNFRSF10A",3388,3392,11.9508363055533,2.03293827902349e-14,5.43822584371392,6.97145924198721e-128
"1","HFE",4190,5218,2.86142864730943,0.00234088577610282,4.83136990499523,4.34586887332916e-127
"2","SCMH1",3784,3092,0.445650023355072,0.19563128744807,1.15418021708547,0.120768060555777
"3","FYN",2982,3293,2.71112378911818,0.00702374833272094,5.1170613492675,4.9069766822499e-116
"4","HIVEP2",5192,4900,0.415920458917408,0.120577413527356,0.932494935678923,0.421806130622785
"5","TCEB3",1910,2089,0.622730057921085,0.767937221183416,1.56537647933869,1.37162425324033e-05
"6","LYPLA2",4832,4166,0.584479779686723,0.324192263642623,0.965421703496099,0.731992005236607
"7","CLCN6",5146,5325,0.307279896323423,0.0336793980869499,0.95236674754772,0.55939630735865
"8","MRC2",1676,2043,1.51090751241243,0.350875279945762,3.02009187828545,1.23133043803448e-34
"9","NME2",930,378,0,0.406065546084181,1.98286675717849,0.00139199488808876
"10","SLC6A7",5581,5423,0.277491988428828,0.0226455030935529,1.02442383194097,0.757104250866677
"11","TSPAN9",1577,1208,0.372920192797186,0.517739608743629,1.01798438721704,0.881426789782
"12","BTBD7",4233,3612,0.68579090171722,0.535149253009984,3.91128448014588,1.13237544849322e-80
"13","APBA3",2329,2610,0.50257763692782,0.584926123262575,4.00262679298487,9.97760031922615e-70
"14","MKS1",1039,1265,0.578838779890402,1,4.54076773173649,1.16321852329048e-51
"15","ABHD5",4734,4658,3.02204933996851,0.00090535666422518,4.65169604239483,6.82413160949258e-117
"16","KAL1",3655,4021,6.06371783817369,3.96559120682135e-08,2.92177104058352,8.67304702858805e-50
"17","AKAP8L",2051,1368,0.888260862109471,1,2.94262618465347,3.21576199925705e-24
"18","MBTD1",3485,3531,0.862072633468792,1,3.67978093801859,6.24525712678956e-72
"19","UTP18",4043,2915,0.412132060388928,0.141624600264193,2.47148761241854,2.75215833503658e-28
"20","RNF216",767,643,0.794107306659375,1,1.98765619344541,2.81174733743109e-05
"21","TTC19",3032,2441,0.7874911453794,0.813000276402374,0.748472060944926,0.0153231390082949
"22","PTBP1",4086,4324,10.655520304984,2.04379011658952e-13,3.86151732580721,8.94238062481303e-86
"23","DPF1",4690,4324,0.344593418479014,0.070465591659244,0.827171896416421,0.0348829444594778
"24","SYT7",5918,5748,0.352059701355979,0.041854934129907,0.964615486053852,0.677099226037981
"25","LARS2",941,854,0,0.406789759320584,1.38813703604491,0.0421785880611261
"26","PIK3C2A",4354,5837,1.15519599073815,0.68121613791593,4.06728828959411,9.58829984357616e-103
"27","PLAUR",2031,1161,15.7196465041312,2.66745670950926e-16,3.53721591535161,7.07965303191636e-31
"28","ANLN",3054,4018,2.97772087058594,0.00275930196796644,4.03659038343079,2.3651525850141e-89
"29","WIZ",4580,4729,0.923228168803449,1,1.29850273830982,0.000719478956483044
"30","RABGAP1",3869,2550,0.282202991697177,0.0799380568326811,1.73310850923885,2.743754707045e-09
"31","DCN",1941,1902,5.52001330388852,7.91533102404403e-06,5.47065088840477,5.20507156536062e-93
"32","QPCTL",4218,3610,0.688714975063483,0.535259287872899,0.862418801809165,0.122838714153624
"33","PPP5C",5732,4201,0.470864134694872,0.136122732580896,0.756193939034367,0.00242625353504743
"34","CEP68",4174,3156,0.396992186248782,0.140882344808411,0.903608078720452,0.336245357538982
"35","MAP4K3",4382,3357,0.243066986604909,0.0371405762772153,1.57714387899197,8.24431164256916e-08
"36","ZBTB32",483,475,0,1,3.2665019621014,1.10194202592672e-12
"37","TYROBP",1957,1032,13.4905922923789,2.5457856447493e-14,2.39730556358553,4.92827723430896e-12
"38","TMEM159",639,354,0.957031925603278,1,1.49868286589991,0.0774694957971527
"39","GABRA3",5360,5063,0.399374367207643,0.0853725728952043,0.852544035710948,0.0568341978716796
"40","BRCA1",4379,5342,1.52412118999375,0.222852313473024,4.63651225405575,5.25459848068629e-121
"41","ERCC1",3289,2334,0.922536104465349,1,1.5930242592958,2.0948904245857e-06
"42","CD22",2272,2497,3.23703863747111,0.00298809887735304,3.57354508140307,1.7639368360213e-55
"43","SEMA3B",3376,3876,4.52000601210388,9.4364814489952e-06,4.45376721186735,2.69364017422152e-102
"44","MBTPS2",3364,2766,0.699006471024002,0.648710371820705,0.743631379545051,0.00805473334003909
"45","PRICKLE3",2380,2195,11.9774633998585,1.18340976845699e-13,5.53448406007069,1.11061418131216e-103
"46","LTF",788,274,12.8287010054395,2.99928423026634e-09,2.0772576295396,0.00289365087272877
"47","EXTL3",5497,5128,0.386964741446704,0.0608458311357665,0.914701190544838,0.286538641725064
"48","ELOVL5",4624,5647,6.73856205887979,2.29545300100868e-09,3.8018414984941,6.90951376634581e-92
"49","ALOX5",1058,257,28.8018966007793,2.2607177475619e-21,0.560104021870062,0.201911024374668
"50","KDM5D",20,0,0,1,0,1
"51","CALCOCO1",1732,1057,0.33755315829499,0.365513020085655,1.77349403140072,2.19208803716282e-05
"52","UBR7",2871,1908,1.07535178869129,0.806428018498587,0.861279721361434,0.253263944109256
"53","MAP4K5",4827,5701,1.18101743365138,0.691593155018259,4.11934505624047,3.97230161106051e-104
"54","EHD3",5557,5306,0.181160415572353,0.00442358137744396,0.962820411245825,0.668113754098676
"55","PSMC4",3337,1584,0.705521480152263,0.648733699248755,0.973268159524679,0.895653416773106
"56","MAN2B2",5092,5098,0.547257021583032,0.24654426433483,0.989428456927359,0.936933500262768
"57","SLC7A14",4733,4011,0.340848172306212,0.0705887583818586,0.871933310166964,0.139274059597988
"58","CLDN11",3036,3743,4.61901071487687,1.09881084364915e-05,4.72206895117639,9.1951758724968e-110
"59","SLC25A39",3992,3802,1.08974695246241,0.830642845112202,2.23672936279394,4.55791242088952e-26
"60","MVP",3728,3727,11.8786165249457,1.94740539350693e-14,4.97416561574613,5.83370092535163e-118
"61","NUB1",2408,2367,1.30914028577103,0.590720005661013,5.4978178893371,1.7314885059952e-107
"62","PGM3",5398,5803,2.56467087924189,0.00382604634302522,3.57227468022423,5.69555808687739e-84
"63","RWDD2A",3442,2027,0.323148534773453,0.11390339323024,0.964895068796665,0.814889918608497
"64","CLK1",4076,3927,0.558545954789628,0.394837872477774,4.43724154948572,2.73070095731069e-102
"65","POLR3B",2887,2595,0.394931750415174,0.227390175296948,1.1144101332258,0.294704578569611
"66","ANGEL1",2159,1809,0.545390457946937,0.5788340715208,1.19037786862269,0.138455892687138
"67","RNF14",4408,3444,0.371692340561887,0.100279133842473,2.10676854495434,9.74867069446576e-21
"68","DNASE1L1",1793,1575,0.32522582384155,0.36522997253789,0.945094689940744,0.74216212063201
"69","DDX11",1,0,0,1,0,1
"70","HEBP1",111,134,0,1,0.723140161293832,0.664043895664901
"71","GPRC5A",919,220,13.6788120789243,1.04661293483181e-10,0.545188159501898,0.227976402723414
"72","MAMLD1",3930,3975,0.426339999995724,0.19541219728302,0.954957778485389,0.631376580538014
"73","CD6",2491,2213,0.717140879152578,0.79461194674964,0.985446907995661,0.95514217412049
"74","TACC3",819,521,0,0.64498835419953,1.45394805701291,0.0558982325237112
"75","UFL1",5038,5759,3.40086837551205,0.000141524816833025,3.68515701084071,5.72762009486184e-88
"76","POLA2",1949,1740,0.938383168644663,1,1.21153481497291,0.102326071451418
"77","ZC3H3",4283,4368,1.00187260133815,1,1.16118636996237,0.0645457500201077
"78","CAPN1",4978,4571,0.563048259579468,0.326035798192166,0.827838657045506,0.0318287595713949
"79","ACPP",285,12,28.8255528872803,2.57145562044472e-11,0,1
"80","MDH1",5057,4006,0.314127156059372,0.0492560580921643,1.01375247145629,0.861936912790869
"81","SLC30A9",4773,4000,0.337342625448914,0.0708994199073252,1.42476309414183,1.28292243151963e-05
"82","MTMR11",374,66,18.8990765513154,7.7266064210158e-09,6.40848726489907,3.42142624048342e-07
"83","COX15",360,191,0,1,0.247632634009624,0.0263594158638826
"84","CCDC88C",2101,1979,0.864785147630427,1,1.29412484018724,0.0179331398436274
"85","YAF2",3918,3615,0.277791750490372,0.0809969511204791,1.16683824078468,0.0767229881566794
"86","ZMYND11",4635,4217,0.349508552352493,0.0706148590014604,2.94264178926284,5.98459039984964e-52
"87","WAS",996,543,25.318240011882,4.52761853110686e-19,1.2873018943331,0.18835836144369
"88","BID",2824,1982,0.197418246555592,0.0824901964985403,0.906719069496208,0.477618261143493
"89","MATR3",4953,3834,0.32226917478904,0.048851924869069,1.70345538895685,2.32924721352819e-11
"90","XYLT2",3848,3740,0.768542568299762,0.8277025033999,1.65491291593653,4.14750196443095e-10
"91","RGPD5",1185,320,1.03504809244455,0.720269651597179,1.40982403873764,0.15434770741886
"92","STMN4",1934,1142,0.299543012058804,0.371229049947276,0.802975896912577,0.219980795935964
"93","NUDCD3",6046,5139,0.542104566884072,0.202011267834349,0.729183734365306,0.000204813383728474
"94","CHDH",3202,4297,1.17249153231042,0.642005138931983,4.44887041063939,1.44565195756762e-106
"95","IL20RA",2757,3456,2.27593508810078,0.0398560290333945,5.01858351034869,1.68051419584512e-115
"96","CLCA4",2600,3434,3.16645739711952,0.002427184625558,3.93585350385573,2.02022931675871e-79
"97","GLT8D1",4033,2921,0.726784247898477,0.67100100837335,3.09008067541227,2.90130008864572e-46
"98","ATP2C1",3785,2982,0.289405640358818,0.079080734759344,0.985923559071947,0.9215457235029
"99","SRCIN1",4090,4289,0.264153912610426,0.0544886277241619,1.13397531953054,0.127649555294695
"100","IGF1",2508,1372,0.225376298809581,0.121786486713412,0.621724265573467,0.00392866283935413
"101","SLC38A5",1294,1692,0.459878266870416,0.723364574964991,4.26799125419488,6.16296435934171e-58
"102","MAGIX",2206,1744,0,0.0476092216670259,1.09473989735325,0.451342328690958
"103","RALBP1",2429,1676,0,0.0303583314832889,1.61843663866781,1.71320332364495e-05
"104","RUFY3",5019,4035,0.317092052509406,0.0489951956684289,1.51537250921797,1.79742419841797e-07
"105","CNTN1",3788,2261,0.289047053197356,0.0790992820604072,1.15022123540568,0.181502467993746
"106","SLC11A1",2518,1908,18.6154116764634,6.48262480121027e-19,3.73271216396781,6.25778388856943e-50
"107","WWTR1",4202,5212,6.86255847276941,2.06899959524996e-09,3.65126685259713,2.92880032225839e-84
"108","AGPS",5017,4981,0.433910777038151,0.119340863234901,2.19318050278385,8.68796476456743e-29
"109","ZNF806",2,0,0,1,0,1
"110","CXorf56",3860,2552,0.137997384037637,0.015889312068726,2.15004452247193,6.75920539678009e-18
"111","ATP1A2",2645,3619,1.1794408063881,0.615865923556252,4.13230914166295,2.80849935835211e-88
"112","TTC27",3248,3257,1.15388583824672,0.646237923511418,5.51616237433295,5.87675543300026e-128
"113","ZNF582",1377,1556,0.883529548380805,1,5.26908211793543,1.62848273905922e-76
"114","VSIG2",553,472,2.27946837275119,0.228265702629478,0.986935647413102,1
"115","PHLDB1",3710,4383,2.97464708615941,0.00161267393031682,4.17220728691869,1.36006212954865e-97
"116","MARCO",668,121,23.6054562326076,3.20489803352743e-15,3.89408573524311,8.47149191247061e-06
"117","CYP24A1",1,0,0,1,0,1
"118","PRDM11",4540,3886,0.233050407214944,0.0246611123456618,1.0132475864344,0.860272005639826
"119","SYT13",5509,4733,0.28187074824904,0.0225324243175062,0.720619065539858,0.000207627412895751
"120","SNAI2",56,27,0,1,0.905153068998823,1
"121","CD74",1820,1172,14.6029327501333,5.70151516722913e-15,1.40721003182762,0.0123363546693362
"122","HGF",3393,3898,6.01138459275918,6.67087926563054e-08,4.18207840362763,3.54667171636579e-93
"123","ZRANB1",4695,4019,0.344233837825169,0.0704683278996581,1.43475275090396,7.33758373795859e-06
"124","NCDN",5766,5281,0.363971918202246,0.0424356882221824,0.851889720638608,0.0508717482889746
"125","GPR124",2796,2338,0.630889201902231,0.619825280633615,1.53489178575282,1.36613718371692e-05
"126","ZFP64",5074,4979,0.428058126962647,0.11925658176015,0.950293077926272,0.549504059534568
