"","seed","up_fdr","down_fdr","up_complement_OR","up_complement_P","down_synGO_OR","down_synGO_P"
"63","AGBL2",1054,1404,2.46820131625383,0.0921600966282238,6.78219272476021,4.30369014448018e-102
"64","TC2N",1186,506,0.504006208202986,1,1.17595034583478,0.425945280736415
"65","CPSF2",4706,5319,2.00445532207451,0.0439899862020913,3.06168163222035,2.9977512735218e-62
"66","SMCO2",5,5,0,1,0,1
"67","MOAP1",5418,4204,0.288037524428327,0.0227512087204756,0.856659741647423,0.087916139339538
"68","IFI27L1",1496,480,0,0.175633433976317,1.24433287983045,0.29333744201855
"69","IFI27",1635,2035,1.55152966532087,0.340040385330308,5.47015878402461,3.38299385005784e-97
"70","CLMN",3133,4028,3.24228767034621,0.00104632889229475,3.42567766082866,8.16915666600075e-68
"71","PDZRN4",615,133,0,0.627380126798038,1.30962073482557,0.503595220034095
"72","SLC6A5",292,47,0,1,1.04616165113123,0.717471973208768
"73","CCDC38",1,0,0,1,0,1
"74","NELL1",5118,3722,0.309308764591794,0.033869611341201,0.869211969132308,0.139185044368194
"75","PTER",3099,1575,0.364475091272693,0.230048578160766,0.534954907237287,9.62946538276744e-05
"76","C1QL3",4313,3709,0.38158749802645,0.101041685605132,0.958990954979206,0.686177816723789
"77","CACNB2",5110,4658,0.423984461937821,0.119467801229167,0.877362650714313,0.129692045161821
"78","PTPLA",1816,1222,0,0.0724715488470424,2.5973185615257,9.82075360893752e-17
"79","ARL5B",4383,4173,0.657290629979193,0.536431541102593,2.19762364735199,3.21530796108699e-26
"80","SMCO4",94,13,6.70655135126817,0.142675975901436,1.9622126108249,0.417867095456762
"81","KIAA1731",1999,1518,0.912440217665429,1,4.94135572016593,5.0899195672394e-68
"82","KCNC2",4607,4086,0.352102540458409,0.070829366657392,0.762102923645407,0.00333447789785186
"83","TAF1D",3724,3466,0.984440724934415,1,2.75197606982447,2.210283021129e-40
"84","ABTB2",2946,3600,2.11270320681647,0.0512063551648729,3.5575977073863,2.9221057581527e-68
"85","R3HCC1L",3864,3484,0.282547240732633,0.0798730797858461,4.20808264067832,3.74467410245297e-89
"86","AMOTL1",1897,1514,0.305864415717987,0.368818361278945,1.41795679256791,0.00386848735277339
"87","HTRA1",4219,5078,4.64997860698059,2.42708933724335e-06,4.41837764536052,1.09859214736336e-111
"88","LIPC",89,71,0,1,1.40666155849842,0.537296263506731
"89","CEP57",4521,3698,1.87729488113586,0.0681512931289922,3.26950200994514,1.55846488728615e-59
"90","TCP11L2",4243,4956,2.53642801688682,0.00625033754734324,4.12208922248256,5.377531630837e-100
"91","SPRED1",2899,3277,0.393394875513222,0.227222412319988,2.66467928789849,2.8096128984543e-36
"92","GPR176",4963,4361,0.321222895480679,0.048849907158994,0.734330873474008,0.000656766163432479
"93","JAM3",2935,3662,2.76253442048043,0.00620409171624613,4.7751342077315,1.76332718615951e-110
"94","CMTM5",3036,3669,3.35936542417177,0.000778854832075494,4.37196324033062,5.08230493136286e-97
"95","GLB1L3",4338,3012,0.518554052009128,0.299661205770608,1.04147564769904,0.659040918951697
"96","ADAMTS15",325,138,0,1,0.70143963615904,0.664871438651481
"97","SVOP",5491,4455,0.387503307604075,0.0609147937179958,0.867961463293103,0.113153500248259
"98","GPT2",3245,3789,2.777071630788,0.00458294353658476,4.5491543153136,1.64618964528592e-104
"99","AMN",21,83,0,1,0.882275927376801,1
"100","RAB8B",3921,4537,0.58481905498073,0.392436250813133,1.83160832724796,4.16429824370173e-16
"1","LDHAL6A",3,0,0,1,0,1
"2","FAM111A",5139,5497,6.53653318289819,3.46246578315038e-09,4.41992332556817,4.01244691759915e-114
"3","KIAA0101",5,0,0,1,0,1
"4","KIF7",2856,2530,1.3351263691386,0.461493706558651,3.05938729498102,2.72945328857324e-41
"5","LDHD",2668,3223,0.664922746769026,0.797834065876699,3.24685594260888,2.36285836292113e-54
"6","PLIN1",1899,1961,2.09350893417481,0.126192180431537,5.06739206316453,1.13856370597828e-84
"7","PEX11A",3544,4093,1.04302788096504,0.824685957647235,5.17936106598813,2.45785654163039e-129
"8","TMEM170A",4699,6172,2.2403158852693,0.0162803678495069,3.97811139104289,1.3430663088766e-100
"9","MESP1",2113,1305,0,0.0466805728196115,1.12224294432634,0.388357759773291
"10","ANPEP",15,7,0,1,0,1
"11","RBPMS2",1,0,0,1,0,1
"12","NAV2",3114,2613,0.981077697140511,1,1.5688898835083,1.43985277499783e-06
"13","ANKDD1A",689,566,0,0.630178216217578,1.08974551474064,0.666513673060079
"14","GLYATL1",1,0,0,1,0,1
"15","C18orf54",3945,4701,3.76512068133905,7.43386670074488e-05,3.35149709263094,5.5039435964205e-70
"16","DCTN5",4136,3162,0.401122152332142,0.140775511924667,0.946649091862233,0.59757736309965
"17","TERF2IP",3481,1852,0,0.00497879196519845,1.0077439971668,0.951330988148737
"18","PLK1",1613,1430,0.747264870904137,1,1.69915119728372,9.21614272371655e-06
"19","CLPX",3226,2934,0.535799399610692,0.480163976109587,1.83148672536603,3.53671317705122e-12
"20","ZBTB39",1031,807,1.19862729075943,0.685143109164152,1.68921443190873,0.000744961958828702
"21","CACNG2",4307,4703,0.382120401338887,0.14339938938109,0.969336108730518,0.744133328613428
"22","TAC3",1199,825,1.02235160406479,1,1.0779041173617,0.653919311017997
"23","MYO1A",1,0,0,1,0,1
"24","CHP2",3,2,0,1,0,1
"25","TMEM194A",1500,1263,1.70104599910412,0.308005792135857,3.753525092228,6.54099399275246e-37
"26","NAB2",4046,3558,0.563804890337992,0.393895636938113,0.942711446157403,0.552713238030186
"27","VPS39",4169,3640,0.397333622651122,0.140864254070547,0.94845337227709,0.587439368028299
"28","STAT6",4523,4145,0.360270860083817,0.101178863095351,1.06034116177088,0.492493783629641
"29","PATL1",3104,3096,0.984680790292108,1,1.11329402456409,0.244975339493046
"30","XRCC6BP1",2,1,0,1,0,1
"31","ELFN2",4797,5216,0.217870161915959,0.0163317540983858,1.06529886152758,0.410253050311974
"32","STX3",2630,2176,0.923795635673657,1,1.1351402974906,0.23420807713558
"33","MRPL16",2162,1329,0,0.0469796893009559,2.01325357600032,3.2440853876985e-09
"34","PIP4K2C",5094,4519,0.425648157875854,0.119354073095144,0.898193472138861,0.229349744156406
"35","MTMR10",4568,6076,2.85573064598251,0.0017371915643433,4.06850588533147,1.13078451824388e-103
"36","YWHAB",5214,4561,0.302190562646367,0.0334202174891226,0.68847558158774,3.52518135273933e-05
"37","SCG5",5266,3606,0.29844333225935,0.0334394075644605,0.863574473998387,0.133737627236347
"38","GREM1",1823,1711,1.77410613569141,0.219640951129249,3.8417269777148,1.40398169597102e-48
"39","NYAP1",4578,4647,0.48619796493655,0.223479152330046,0.925177474728793,0.3673350813805
"40","TSC22D4",3820,3946,4.75307006530471,2.47902860651298e-06,3.77508113682392,1.8870030893269e-79
"41","MS4A7",2327,2140,13.5330341319835,5.67196014757811e-15,3.41167531031032,8.92801485276085e-46
"42","MS4A14",304,175,23.4502480277148,1.26949620258522e-09,1.43050495142373,0.248731249819387
"43","DIS3L",2058,1797,1.21036168082299,0.576322005666179,3.79340527802913,3.39116679476554e-49
"44","CCNDBP1",4267,3344,0.251110302623275,0.0368181896490127,1.54181552397002,3.734558975176e-07
"45","EPB42",2,0,0,1,0,1
"46","SMAD3",4863,5100,0.214230928832686,0.0163283865553642,0.982453104564433,0.843324642058832
"47","MS4A8",94,58,0,1,1.2845946771928,0.512160810694526
"48","CCDC178",400,109,0,1,1.13217489782959,0.805266287249619
"49","MAP1A",4990,5254,0.437048736762993,0.119566674336228,0.927480057198715,0.368250611617074
"50","RCCD1",1751,1214,0,0.114938442003613,1.44778985836364,0.00575872665198478
"51","AKTIP",3195,2856,0.352139677484264,0.161682953898495,1.48035207087152,1.86627263138662e-05
"52","MAPRE2",4957,4869,0.565586342620948,0.325580081068244,0.847516414863259,0.0531871871101245
"53","EVA1C",2877,2656,4.90609509621568,5.52812024450351e-06,4.90815291571682,1.66887865489849e-97
"54","TCP10L2",1,1,0,1,0,1
"55","MARS",4859,3527,0.580177304613244,0.32420842050293,0.911615814596607,0.358982726207669
"56","MBD6",2678,2817,0.20960268885161,0.123225595818796,2.85273872377624,2.72781262741369e-38
"57","CNPY4",2628,2683,0.439000458606229,0.314680374679129,5.34734791409502,4.60528073986214e-111
"58","PDIA3",2048,1582,5.20654325248236,1.41442152076546e-05,3.44075646596155,2.79576428691615e-37
"59","NUDT21",5092,4365,0.311359173293626,0.0496232923235084,1.65404849244527,4.50071874175057e-11
"60","NAT16",1,0,0,1,0,1
"61","NKX3-1",679,960,1.84603494288828,0.304824043626898,2.29985142786962,3.30188503482284e-10
"62","SGSM1",5940,5460,0.350516941989313,0.041901308363482,0.944335858046671,0.487621583596329
"63","DUSP18",1555,1584,0.378544836475531,0.517055432863222,1.43937552240348,0.00200164950231239
"64","TEF",1826,1447,0,0.0723759940070902,1.23001560861132,0.100534237216181
"65","MEI1",389,518,0,1,0.944167354268752,0.910603594230527
"66","PBX3",798,983,1.56250427197651,0.376148468326186,3.12368630308171,4.35562230594172e-21
"67","GNGT2",26,9,25.0171224916415,0.0416311456146846,0,1
"68","PHB",3078,2311,0.179108549111828,0.0554795890438411,4.80894376194704,6.58599198559831e-87
"69","SNRPD1",1064,517,0,0.420471349370742,0.796940684808377,0.430901396605152
"70","TTC16",5,1,0,1,0,1
"71","SAMD14",3442,3534,0.323365605473438,0.113921511863848,1.11123602410405,0.233658673256934
"72","PIP5KL1",2445,2012,0.475429948943319,0.429849064416183,1.08415656409978,0.48068404390215
"73","FAM102A",3549,4303,0.480303361947247,0.26633995459198,1.76711938606006,7.00803884141571e-14
"74","ACSF2",2850,3730,1.6059332682073,0.222878389598164,5.09674242956763,4.843220358982e-122
"75","GOLGA2",3775,3362,0.290305435502297,0.0790448758568787,0.914463025034959,0.374028459560729
"76","TRUB2",3354,1516,0.162469248713898,0.0369546226063666,1.55080264022414,0.00021713522531081
"77","COQ4",3136,2069,0.553802837497503,0.476431509834955,2.1820458296473,4.36142754311949e-16
"78","SLC27A4",5633,5108,0.27409013899841,0.0228994813417016,0.937770678270443,0.452559820125566
"79","URM1",2833,1935,0.403739034024721,0.318104696174094,2.78672263807462,7.88211683318835e-28
"80","CERCAM",2257,2561,2.45282115752782,0.0275989191305902,3.75234785383347,1.31738478383799e-61
"81","DOLPP1",2689,2590,0.65911644320941,0.619837407378384,3.77856242596033,8.02357583555025e-63
"82","CCDC103",735,419,0.828675184390518,1,0.690400272205745,0.260369675772966
"83","ENDOG",1738,547,0,0.114356795758553,1.13031793421025,0.512383022211705
"84","PRRX2",3,0,0,1,0,1
"85","C15orf39",2017,1597,1.5899212637724,0.378526446656061,1.24319886130063,0.0772369000824551
"86","ISLR2",4034,4155,0.268598352858244,0.0542511810772459,0.855023745499095,0.0864253970962353
"87","SP2",3318,3158,1.1255576690117,0.816470656188569,0.938641115375095,0.564132071892242
"88","COQ7",3122,2475,0.176303938640008,0.0556092964506451,2.5437926635101,4.04904366835493e-27
"89","GPRC5B",4188,5550,2.57583481285771,0.00567370809737642,3.79774983742326,1.62757328059238e-91
"90","CRK",3752,3087,0.449831686217905,0.269647977423458,2.564908187278,4.85377269276586e-32
"91","C16orf92",1,0,0,1,0,1
"92","FBXO22",4043,2944,0.412010977776195,0.141606754373767,2.5415756858727,2.05754631470475e-30
"93","TBC1D2B",1287,1454,3.17577844192816,0.0173610659471881,2.40136554267686,9.96064105974246e-16
"94","NOD2",1054,404,35.1925395432306,2.05730053361449e-24,2.12897801742006,0.00017834615630126
"95","SNX20",1043,270,26.5455603432113,4.56959116296939e-20,1.79598938402268,0.0193846819134844
"96","LOXHD1",964,1184,1.284287445948,0.671195454285843,1.36733553904119,0.0235688371892564
"97","KATNAL2",2188,2560,0.262052512646261,0.260107065662879,6.17177055719649,1.34597318297981e-131
"98","HDHD2",1620,1340,0,0.111386213688607,0.987668233859984,1
"99","C17orf78",33,0,0,1,0,1
"100","ZNF91",537,345,1.14378554947592,0.588156899684627,1.45706328280383,0.128771937094754
"1","DNASE1L2",1032,710,0,0.415635371632226,1.94647543052484,2.76466197791386e-05
"2","ECI1",1908,2246,0.304131726468471,0.369413445789684,4.18657021597488,2.64176248181968e-68
"3","CASKIN1",4612,5192,0.351823104706025,0.0708018862269872,1.05930230709634,0.455427410409139
"4","ABCA3",5708,5453,0.47373506972486,0.136020571276622,0.860656140486322,0.0639848043360673
"5","KCTD5",3644,3246,3.37538368548995,0.000401075537187394,4.90280616413735,2.03147897874193e-108
"6","SRRM2",4025,4057,0.728500716400454,0.670932712974271,1.3997846084184,3.14774735902481e-05
"7","ZNF597",1726,1207,0.694540832468357,1,1.29287849362235,0.0617433990942075
"8","NLRC3",3,0,0,1,0,1
"9","SDHAF2",852,591,0,0.404433492304319,1.592796524278,0.0109742772347787
"10","DDB1",3309,1658,0.520959459264118,0.358194278420265,0.828623257783469,0.198588322422761
"11","VPS37C",3314,3024,0.337686624286138,0.162678826173397,1.09484121082457,0.352096594770057
"12","VWCE",2085,1298,0.566556370967724,0.578873592179043,1.34402878094653,0.0252032970242663
"13","RAB3IL1",1160,1170,11.8943434059206,1.86829912215035e-10,2.69926951898633,1.59301308906548e-17
"14","BEST1",3789,4446,7.761101797285,2.36908414754841e-10,4.56314227231293,6.01218351577746e-112
"15","FTH1",2114,2957,2.2378858293385,0.0805669804154729,1.87579769318474,3.20605704595054e-13
"16","BSCL2",5939,4414,0.665563292816424,0.365990742091488,0.805917445128444,0.0152345793044393
"17","POLR2G",3095,2551,2.28862858056811,0.0292160796973502,4.7594892914417,6.66781014977538e-91
"18","SLC3A2",2754,2802,2.61101261124243,0.0115878469286393,5.49278253933385,4.73794017094939e-118
"19","HRASLS5",409,310,1.51021472583266,0.490309902762225,1.03059367026569,0.884664891227366
"20","C11orf84",4639,3929,0.349324467219393,0.07060312979257,1.04580873515497,0.598924356703706
"21","ATG16L2",2250,2146,0.521781676480433,0.581070046137161,2.20631506923843,4.49210767814488e-17
"22","C2CD3",4215,4068,0.392151735590469,0.141323967317836,1.12384632723536,0.166602565040759
"23","TRANK1",3611,3037,1.02119327176539,1,1.05068316263878,0.591056238217657
"24","TTC21A",2668,1733,1.44121855680385,0.441094137071237,1.52376112245417,0.000192917200431947
"25","RPSA",2236,1142,0.807819091165729,1,2.77598205775799,2.71611456715451e-18
"26","ENTPD3",3809,2359,0.287265423162856,0.0792279658285925,1.0112237548363,0.912939480196217
"27","CTNNB1",2995,2277,0.378876969426081,0.227139047875673,1.90503120195672,1.17937623134922e-11
"28","ULK4",1,0,0,1,0,1
"29","FADD",1296,930,0,0.27369484064116,4.39617199407001,3.06479478524952e-38
"30","LTBP3",3213,3616,0.350009328298896,0.161616083492958,2.30685730404908,2.16262863904332e-27
"31","NAALADL1",1,0,0,1,0,1
"32","SAC3D1",1437,699,0,0.172549846692218,0.651305477895946,0.0653239661925225
"33","BATF2",1068,607,19.3829838630756,8.66659577738358e-16,2.78281927556146,4.18668688158144e-11
"34","SF1",4511,4605,0.635465896556608,0.420027447212666,1.11298865090585,0.187999988300785
"35","MAP4K2",4696,4372,0.605209617945576,0.421805688638964,1.06321836086013,0.449992893039371
"36","CCDC88B",816,845,5.1207020461891,0.00197182429734394,3.47135268646806,5.41745373623247e-23
"37","SCARA3",2212,2044,4.26748013073658,0.000152547940662978,2.70544766193153,3.03804365450402e-27
"38","SCARA5",162,8,0,1,3.3642690824415,0.28317588991282
"39","PNOC",2844,1495,0.401663552216857,0.318767441795201,0.875582583147625,0.381069961980481
"40","COPS6",4636,3845,0.349324467219393,0.07060312979257,0.623215574022431,2.07244757890287e-06
"41","PAFAH1B2",4610,3966,0.111526237799278,0.00414661196980717,2.3564833059154,1.78046892989718e-30
"42","ANKS3",2839,1745,0.849262831549845,1,2.13683853374757,2.46668986654898e-13
"43","NUDT16L1",2902,2425,0,0.0122324495154513,1.99704754049612,4.94866815120828e-14
"44","KIAA1586",4582,3602,0.354445413635853,0.0711004681844698,2.16463004459634,3.96626483646996e-23
"45","RAB4A",4183,3826,0.257162735368088,0.0556639222313991,2.26362901707533,5.2532757617006e-27
"46","OR1F1",188,306,0,1,1.47919908902359,0.109058960737896
"47","KCNJ4",5915,5233,0.352214551819969,0.0418518928784924,0.805320586708727,0.00866080622647096
"48","SETD5",3914,3766,0.58623164732402,0.392462968616075,1.1103355164346,0.22831103036629
"49","VASN",2065,1683,8.65444496655265,9.73984752934933e-10,2.45832691978384,7.94170588998214e-19
"50","THAP9",5270,5843,2.39311718220593,0.0110842021662098,3.96355242489846,7.83294310512126e-99
"51","OR2C1",2,1,0,1,0,1
"52","RNF187",4919,3822,0.324949975928927,0.0489261576321249,0.732744989957008,0.00138662820496483
"53","HOOK3",4282,4010,0.676002477775556,0.535097003101029,1.68629335424028,2.96871690386259e-11
"54","MAPK1IP1L",2915,2629,0.601235811451029,0.623010285446338,0.778747309821512,0.028582373176659
"55","DDIT4",2608,2492,4.45003717251732,3.96797936977031e-05,4.99915486142457,1.5371297309796e-96
"56","RBPJ",4998,5700,3.11667475834334,0.000546447245289451,2.77521139736236,1.21851737756899e-52
"57","LMBRD1",3971,4724,1.71384837729001,0.135220067374308,2.24413250867501,9.44553291113426e-30
"58","ZCCHC4",3691,3657,0.458834733835396,0.267527513810649,5.45862160619991,1.01094102533717e-132
"59","PTGDR",34,6,0,1,0,1
"60","TTC39C",3883,3223,0.591401139716068,0.392686887503892,0.778231796562502,0.0150657656044473
"61","GLYCTK",1367,1303,0,0.171173027910385,3.03068459647621,8.0885551724461e-25
"62","HIST1H2BI",504,133,13.871272857614,9.97753831698742e-08,1.92227785988748,0.0716913050895724
"63","GNG4",3006,2275,0.794929404329086,0.813121722819309,0.822830279258043,0.107189730988503
"64","UBTD2",2695,2565,0.20803927508064,0.123807376102191,2.7227810800727,1.74661821454575e-32
"65","POLR2J3",1267,1255,0.470988648875062,0.722765866079409,2.04518146714981,2.95286585394356e-09
"66","NKIRAS2",2578,2374,0.690293056860548,0.795693472026035,2.29755469403083,1.97999502819377e-20
"67","DNAJC7",3446,1744,0,0.00489473225778436,1.0461967633079,0.706568914539207
"68","KCNV2",3200,2225,0.740540066535076,0.81400275176803,1.01714187986699,0.866331228193661
"69","IRF2BP2",3069,3549,0.776704920362048,0.812952513207364,3.5076831722499,2.88753365434028e-66
"70","PTF1A",1,0,0,1,0,1
"71","NT5DC2",3072,2823,0.566963992622422,0.475109738817465,1.09272064553474,0.363737465470692
"72","SMIM4",726,352,0,0.633176477326617,2.06237959260046,0.000906485071923232
"73","HIST1H2AE",641,146,0,0.627797432510886,1.00874740518896,0.835435319211915
"74","COA6",3316,2645,0,0.0048029100107875,2.52958729309542,6.38753037736294e-28
"75","KIF5C",3109,2626,0.363274116588849,0.230440387908542,1.03241599144324,0.754626835017244
"76","MGAT2",1219,721,1.00472478910415,1,2.50739844321577,3.62356277003795e-10
"77","BMI1",4062,4089,0.409721746226095,0.141303885328364,2.59343703912193,5.27264030526406e-39
"78","THAP11",2518,1049,0.224383989564336,0.121664081946806,1.10886293555814,0.473297720553652
"79","MMADHC",4625,3874,0.479669343873297,0.2245473253232,2.9129202126842,1.27310451869987e-48
"80","PDHB",3850,2950,0.138377285407472,0.0158921287058751,1.86859463940783,4.40657643961796e-13
"81","PXK",3542,4553,2.51051135978081,0.011196272302884,4.79695065550957,4.80509771918709e-121
"82","HIST1H1E",401,152,4.88406086362166,0.0275938619994488,1.84507406775999,0.0602014131907051
"83","PCMTD1",4772,5071,0.337342625448914,0.0708994199073252,2.74917868753693,2.60118380566075e-49
"84","KCTD6",379,456,3.35445445853503,0.12714580641095,4.02722156906194,4.97683325673071e-18
"85","MPLKIP",167,150,0,1,1.3284755194178,0.403958824052509
"86","ACOX2",2576,3629,2.11683454810133,0.0660675147013556,4.65048768974468,7.19953393996535e-106
"87","FAM107A",2820,3658,3.65122920057807,0.000382548009305141,3.30007424706156,3.21251796972574e-60
"88","IRF2",4207,4541,8.3534359094788,3.6941140863705e-11,5.24684719065036,3.20420758836461e-136
"89","MOBP",1868,1868,1.34600886273974,0.544659482706186,3.90382870469657,2.70700016459275e-53
"90","CX3CR1",1146,394,7.67127104607271,1.57302990453809e-06,1.26364055021012,0.303015112638103
"91","INSM2",3324,2499,0.164043738854296,0.0369547326167474,1.24744863784333,0.0288468500654465
"92","DEGS2",1779,1446,1.41713327123547,0.533451709127685,2.27599456320282,8.76820637613425e-14
"93","SCN11A",10,1,0,1,0,1
"94","ARF4",1836,1307,2.17130527862251,0.120544280686408,1.39957728575892,0.00957151491679666
"95","SEPT2",4893,5720,5.17157161388733,2.56239719285926e-07,4.1515886348102,3.01082794777058e-105
"96","FILIP1L",1001,747,1.2348717871864,0.678904519796399,2.03869389453721,3.0659313280524e-06
"97","MFSD2A",842,1025,0.720142028116065,1,7.17572538071205,3.90316878129365e-87
"98","DTYMK",863,913,0,0.404334069678768,4.40702619017986,7.99979217410181e-38
"99","TAP1",3187,3077,14.2505165667838,3.31066772526118e-16,5.58810594980227,9.73787748184433e-127
"100","ING5",3761,3228,0.291937146926591,0.079018248165132,1.15332193437636,0.116218341325818
"1","APEX2",284,62,0,1,1.19731308276988,0.741071797705454
"2","NSMCE1",1486,1850,2.20719477265311,0.0930851179693528,2.89755437903986,1.77282959953242e-29
"3","CCDC126",4263,4393,0.529245747840904,0.298263037724637,2.51236704479481,1.01864121995371e-37
"4","RP11-231C14.4",5,0,0,1,0,1
"5","RAB3B",3327,1858,0.517361119827019,0.358247754546818,0.702365159466586,0.010406814177739
"6","CD2BP2",3220,1720,0,0.00791421803554835,1.21075864931153,0.113963464048299
"7","RGS14",4338,3167,0.378731066734657,0.100684716426088,1.00929612189346,0.923506435448045
"8","TBC1D10B",4579,4207,0.354822649942919,0.0711508330694308,0.876351537310218,0.147058938359119
"9","LMAN2",2212,1048,0.817032646374275,1,1.51169624963353,0.00309872363619163
"10","RAB24",4462,3499,0.366156360506101,0.100462815593484,0.815193950196722,0.0383614507939638
"11","PRELID1",3269,1244,0,0.00486106786485549,1.59675147126787,0.000293010607851695
"12","THBS3",2510,1996,0.973936808661897,1,1.34102663276225,0.00665109102398976
"13","CA5B",4097,4334,6.41868159485974,8.35666907492527e-09,4.470833627875,1.06859942310997e-107
"14","SLC50A1",461,154,7.47226413843516,0.000892556030445344,3.15178928957891,5.89857665120441e-05
"15","EFNA1",3886,3985,14.1458109708107,3.64493350573446e-16,5.08203370707222,7.83492580472517e-125
"16","CXCL10",1798,1126,19.8281011619943,8.73523918360172e-19,4.76254886135079,5.11557884710571e-51
"17","NPIPB3",2363,1872,0.240933637514601,0.177684169292963,1.81115860764797,1.25615624448671e-08
"18","SH3TC2",3037,3791,2.04099238189369,0.0869781242697128,4.60455445483837,2.06705059053914e-106
"19","CXCL11",1234,1425,8.97554409555192,4.66687110738342e-08,7.93117109195036,2.06583659026878e-126
"20","ZRSR2",591,197,0,1,0.996215041516613,1
"21","NMD3",4082,4441,1.65810200697216,0.200190169531723,2.51158119051725,6.83159344983436e-38
"22","ADRB2",3138,3377,6.57682124680767,1.75878968131906e-08,5.33054150579542,3.16508792058834e-124
"23","B3GALNT1",4753,3685,0.339000395715418,0.0707284035265324,1.4157369767586,3.30016045367199e-05
"24","GPRIN1",5268,4372,0.408488883351362,0.085615628530033,0.822400806262165,0.0289254183022261
"25","HSPB3",3795,2195,0.444133333371325,0.19544917836799,0.981956557811266,0.9101861163852
"26","KCNAB1",4548,4259,0.357673091259403,0.101674967718754,0.769585976092796,0.0038975942540257
"27","MRPL1",4303,3612,0.24858880647804,0.0367946988827697,1.88700826634045,1.6540487918121e-15
"28","SHE",2864,3378,10.7173082128151,5.7392182964293e-13,6.23957504330691,2.36882971407974e-152
"29","NR0B1",1391,1213,0.874120312373006,1,6.37575738332551,3.31783940353982e-84
"30","PGM2",3748,3568,5.35236606497249,3.52850375186357e-07,4.36225948600347,2.19636736005041e-95
"31","STK32A",3420,4302,0.686053822140782,0.649079788179123,4.72616546285314,2.94131713491875e-116
"32","IL1RAPL1",3439,3205,0.681675693648227,0.649335037706382,2.78267047113994,2.1039366212511e-39
"33","P2RY12",961,417,9.23197805036089,2.77392664401061e-07,1.71313021325313,0.0116341499485232
"34","C22orf15",63,9,0,1,0,1
"35","KIAA1024",2356,1374,0.241496952271833,0.177584527660828,0.769541168179986,0.106080847711225
"36","SLC33A1",2943,3144,0.595234577058207,0.624101582656999,2.8500314890195,4.76052491128131e-41
"37","SNUPN",2895,1060,0,0.0122218526409732,0.994934071513145,1
"38","CRADD",3242,2938,0.346426829811723,0.16166434881007,4.36259116507395,3.84626578079153e-86
"39","SIN3A",3127,2322,0.5556210199843,0.476180988212668,0.838649324100764,0.152122674963252
"40","ARL13B",5113,5958,3.67396343880868,4.79762983852879e-05,3.95235207527416,9.146313240024e-99
"41","RNASE2",846,173,44.4519609543012,9.01813671773734e-27,1.76293838367221,0.0772652416305627
"42","RNASE3",914,361,37.0960950347498,2.37291306865237e-24,1.84775752804896,0.00465647077452694
"43","PTK2",3553,3454,0.843219772249218,1,4.7716247362256,2.13252625132057e-107
"44","RSPH10B2",1,0,0,1,0,1
"45","PTAFR",1766,1102,12.4545265173706,5.82289604053056e-13,2.76718264814686,7.67915018520419e-18
"46","PTPN9",2056,1523,1.92049141284044,0.145522533073314,0.670327378842353,0.009087435315767
"47","RNASE6",1563,1035,15.6402448715339,3.96257794027807e-15,2.23407546008498,3.46655411456061e-10
"48","NPR1",460,249,9.25459418202814,9.64171635057259e-05,7.32884732302645,7.1306807606075e-27
"49","KCNK9",5205,4530,0.302919777206866,0.0334376302101967,0.792643354854361,0.00904238175419985
"50","IL8",824,989,10.848635468897,5.91037923127874e-08,6.92513972265004,9.70707857502977e-81
"51","SCN9A",1032,621,0.582934468902577,1,1.55413905242671,0.0132162875414759
"52","COL22A1",1344,922,0,0.171288944155545,0.954774063909802,0.865318309187455
"53","SDC2",4029,5159,2.99827235574021,0.00195602827042965,4.6737970394651,3.08730994419918e-121
"54","CD52",139,254,0,1,1.1690137387325,0.525090867095335
"55","MMGT1",2719,3030,0.650441456885292,0.619546503174433,0.846503371198959,0.117226404981724
"56","TM2D2",3890,2469,0.136619455913313,0.0159139193673351,1.47942793624498,5.62522303226178e-05
"57","PLEKHA2",2245,1782,0,0.0484500787888124,1.39107833943446,0.00345926207533048
"58","CLIC4",5041,5810,8.245298373315,4.08514179016359e-11,3.963819928678,7.79331541168632e-99
"59","SLC38A11",1382,552,0,0.171251576476266,1.07143070925569,0.743417473582931
"60","GPR183",744,449,17.0787108485963,6.37578771429622e-12,1.1017538640014,0.629637222314641
"61","CCDC8",3193,3595,3.53714641056585,0.000355098620570739,5.10521658177681,2.10233473559187e-120
"62","METTL15",3968,3353,0.421136051498848,0.196191022084003,2.17775038032751,1.99122101121471e-22
"63","MUC15",1528,1221,0.385669314697018,0.516525469891232,1.11629007294548,0.415048227019348
"64","CXorf48",1,0,0,1,0,1
"65","ZEB2",2780,3052,0.868882351847013,1,1.69922455052815,8.84415098198663e-10
"66","GJB1",2304,2475,3.61929297767646,0.000910460800633775,3.9363763822175,1.61376103157144e-65
"67","PCBP1",3183,2745,0.353657166822536,0.161772796744549,0.711267029954344,0.00255796883624055
"68","HINT1",4064,2577,0.266321544451177,0.0543258936733448,1.26215940434147,0.0180333179348175
"69","DTWD2",3269,3239,0.527732567593478,0.358386616477659,3.01232113708972,5.84858969902298e-47
"70","CLIC3",16,0,0,1,0,1
"71","INO80E",1859,1669,0,0.0722488490883582,3.17988327695546,3.32313060056738e-33
"72","DFFB",1414,790,0,0.171791037357198,1.30009111653725,0.119198618398434
"73","NFU1",4068,3050,0.129686249214218,0.0103098074319698,2.70482152291403,8.40886505631909e-36
