gene	set
DCTN2	complement_and_complement_PPI_InWeb_highconf_545genes
DCTN3	complement_and_complement_PPI_InWeb_highconf_545genes
DCTN4	complement_and_complement_PPI_InWeb_highconf_545genes
DCTN5	complement_and_complement_PPI_InWeb_highconf_545genes
DCTN6	complement_and_complement_PPI_InWeb_highconf_545genes
DRD2	complement_and_complement_PPI_InWeb_highconf_545genes
DRD3	complement_and_complement_PPI_InWeb_highconf_545genes
DRD4	complement_and_complement_PPI_InWeb_highconf_545genes
DYNC1H1	complement_and_complement_PPI_InWeb_highconf_545genes
DYNC1I1	complement_and_complement_PPI_InWeb_highconf_545genes
DYNC1I2	complement_and_complement_PPI_InWeb_highconf_545genes
DYNC1LI2	complement_and_complement_PPI_InWeb_highconf_545genes
DYNC2H1	complement_and_complement_PPI_InWeb_highconf_545genes
DYNC2LI1	complement_and_complement_PPI_InWeb_highconf_545genes
DYNLL1	complement_and_complement_PPI_InWeb_highconf_545genes
DYNLL2	complement_and_complement_PPI_InWeb_highconf_545genes
EDN1	complement_and_complement_PPI_InWeb_highconf_545genes
EDN2	complement_and_complement_PPI_InWeb_highconf_545genes
EDN3	complement_and_complement_PPI_InWeb_highconf_545genes
EDNRA	complement_and_complement_PPI_InWeb_highconf_545genes
EDNRB	complement_and_complement_PPI_InWeb_highconf_545genes
EFEMP1	complement_and_complement_PPI_InWeb_highconf_545genes
EFEMP2	complement_and_complement_PPI_InWeb_highconf_545genes
EGFR	complement_and_complement_PPI_InWeb_highconf_545genes
F10	complement_and_complement_PPI_InWeb_highconf_545genes
F11	complement_and_complement_PPI_InWeb_highconf_545genes
F11R	complement_and_complement_PPI_InWeb_highconf_545genes
F12	complement_and_complement_PPI_InWeb_highconf_545genes
F13A1	complement_and_complement_PPI_InWeb_highconf_545genes
F13B	complement_and_complement_PPI_InWeb_highconf_545genes
F2R	complement_and_complement_PPI_InWeb_highconf_545genes
F2RL1	complement_and_complement_PPI_InWeb_highconf_545genes
F2RL2	complement_and_complement_PPI_InWeb_highconf_545genes
F2RL3	complement_and_complement_PPI_InWeb_highconf_545genes
F5	complement_and_complement_PPI_InWeb_highconf_545genes
F8	complement_and_complement_PPI_InWeb_highconf_545genes
FBLN1	complement_and_complement_PPI_InWeb_highconf_545genes
FBLN2	complement_and_complement_PPI_InWeb_highconf_545genes
FBLN5	complement_and_complement_PPI_InWeb_highconf_545genes
FFAR1	complement_and_complement_PPI_InWeb_highconf_545genes
FFAR2	complement_and_complement_PPI_InWeb_highconf_545genes
FFAR3	complement_and_complement_PPI_InWeb_highconf_545genes
FGA	complement_and_complement_PPI_InWeb_highconf_545genes
FGB	complement_and_complement_PPI_InWeb_highconf_545genes
FGG	complement_and_complement_PPI_InWeb_highconf_545genes
FOLR1	complement_and_complement_PPI_InWeb_highconf_545genes
FPR1	complement_and_complement_PPI_InWeb_highconf_545genes
FPR2	complement_and_complement_PPI_InWeb_highconf_545genes
FPR3	complement_and_complement_PPI_InWeb_highconf_545genes
FURIN	complement_and_complement_PPI_InWeb_highconf_545genes
GABBR1	complement_and_complement_PPI_InWeb_highconf_545genes
GABBR2	complement_and_complement_PPI_InWeb_highconf_545genes
GAL	complement_and_complement_PPI_InWeb_highconf_545genes
GALR1	complement_and_complement_PPI_InWeb_highconf_545genes
GALR2	complement_and_complement_PPI_InWeb_highconf_545genes
GALR3	complement_and_complement_PPI_InWeb_highconf_545genes
GAST	complement_and_complement_PPI_InWeb_highconf_545genes
GBF1	complement_and_complement_PPI_InWeb_highconf_545genes
GCG	complement_and_complement_PPI_InWeb_highconf_545genes
GCGR	complement_and_complement_PPI_InWeb_highconf_545genes
GGCX	complement_and_complement_PPI_InWeb_highconf_545genes
GHRL	complement_and_complement_PPI_InWeb_highconf_545genes
GHSR	complement_and_complement_PPI_InWeb_highconf_545genes
GNA11	complement_and_complement_PPI_InWeb_highconf_545genes
GNA14	complement_and_complement_PPI_InWeb_highconf_545genes
GNA15	complement_and_complement_PPI_InWeb_highconf_545genes
GNAI1	complement_and_complement_PPI_InWeb_highconf_545genes
GNAI2	complement_and_complement_PPI_InWeb_highconf_545genes
GNAI3	complement_and_complement_PPI_InWeb_highconf_545genes
GNAQ	complement_and_complement_PPI_InWeb_highconf_545genes
GNAT3	complement_and_complement_PPI_InWeb_highconf_545genes
GNB1	complement_and_complement_PPI_InWeb_highconf_545genes
GNG2	complement_and_complement_PPI_InWeb_highconf_545genes
GNRH1	complement_and_complement_PPI_InWeb_highconf_545genes
GNRH2	complement_and_complement_PPI_InWeb_highconf_545genes
GNRHR	complement_and_complement_PPI_InWeb_highconf_545genes
GOLGA2	complement_and_complement_PPI_InWeb_highconf_545genes
GOLGB1	complement_and_complement_PPI_InWeb_highconf_545genes
GORASP1	complement_and_complement_PPI_InWeb_highconf_545genes
GOSR1	complement_and_complement_PPI_InWeb_highconf_545genes
GOSR2	complement_and_complement_PPI_InWeb_highconf_545genes
GP1BA	complement_and_complement_PPI_InWeb_highconf_545genes
GP1BB	complement_and_complement_PPI_InWeb_highconf_545genes
GP5	complement_and_complement_PPI_InWeb_highconf_545genes
GP9	complement_and_complement_PPI_InWeb_highconf_545genes
GPER1	complement_and_complement_PPI_InWeb_highconf_545genes
GPR132	complement_and_complement_PPI_InWeb_highconf_545genes
GPR17	complement_and_complement_PPI_InWeb_highconf_545genes
GPR18	complement_and_complement_PPI_InWeb_highconf_545genes
GPR4	complement_and_complement_PPI_InWeb_highconf_545genes
GPR55	complement_and_complement_PPI_InWeb_highconf_545genes
GPR65	complement_and_complement_PPI_InWeb_highconf_545genes
GPR68	complement_and_complement_PPI_InWeb_highconf_545genes
GPRC6A	complement_and_complement_PPI_InWeb_highconf_545genes
GRB2	complement_and_complement_PPI_InWeb_highconf_545genes
GRIA1	complement_and_complement_PPI_InWeb_highconf_545genes
GRM1	complement_and_complement_PPI_InWeb_highconf_545genes
GRM2	complement_and_complement_PPI_InWeb_highconf_545genes
GRM3	complement_and_complement_PPI_InWeb_highconf_545genes
GRM4	complement_and_complement_PPI_InWeb_highconf_545genes
GRM5	complement_and_complement_PPI_InWeb_highconf_545genes
GRM6	complement_and_complement_PPI_InWeb_highconf_545genes
GRM7	complement_and_complement_PPI_InWeb_highconf_545genes
GRM8	complement_and_complement_PPI_InWeb_highconf_545genes
GRP	complement_and_complement_PPI_InWeb_highconf_545genes
GRPR	complement_and_complement_PPI_InWeb_highconf_545genes
HCAR1	complement_and_complement_PPI_InWeb_highconf_545genes
HCAR2	complement_and_complement_PPI_InWeb_highconf_545genes
HCAR3	complement_and_complement_PPI_InWeb_highconf_545genes
HCRT	complement_and_complement_PPI_InWeb_highconf_545genes
HCRTR1	complement_and_complement_PPI_InWeb_highconf_545genes
HCRTR2	complement_and_complement_PPI_InWeb_highconf_545genes
HEBP1	complement_and_complement_PPI_InWeb_highconf_545genes
HIST3H3	complement_and_complement_PPI_InWeb_highconf_545genes
HRH1	complement_and_complement_PPI_InWeb_highconf_545genes
HRH3	complement_and_complement_PPI_InWeb_highconf_545genes
HRH4	complement_and_complement_PPI_InWeb_highconf_545genes
HTR1A	complement_and_complement_PPI_InWeb_highconf_545genes
HTR1B	complement_and_complement_PPI_InWeb_highconf_545genes
HTR1D	complement_and_complement_PPI_InWeb_highconf_545genes
HTR1E	complement_and_complement_PPI_InWeb_highconf_545genes
HTR1F	complement_and_complement_PPI_InWeb_highconf_545genes
HTR2A	complement_and_complement_PPI_InWeb_highconf_545genes
HTR2B	complement_and_complement_PPI_InWeb_highconf_545genes
HTR2C	complement_and_complement_PPI_InWeb_highconf_545genes
HTR5A	complement_and_complement_PPI_InWeb_highconf_545genes
ICAM1	complement_and_complement_PPI_InWeb_highconf_545genes
ICAM2	complement_and_complement_PPI_InWeb_highconf_545genes
ICAM3	complement_and_complement_PPI_InWeb_highconf_545genes
ICAM4	complement_and_complement_PPI_InWeb_highconf_545genes
ICAM5	complement_and_complement_PPI_InWeb_highconf_545genes
IFITM1	complement_and_complement_PPI_InWeb_highconf_545genes
IGF1	complement_and_complement_PPI_InWeb_highconf_545genes
IGF2	complement_and_complement_PPI_InWeb_highconf_545genes
IGFALS	complement_and_complement_PPI_InWeb_highconf_545genes
IGFBP3	complement_and_complement_PPI_InWeb_highconf_545genes
IGHG1	complement_and_complement_PPI_InWeb_highconf_545genes
IGHG2	complement_and_complement_PPI_InWeb_highconf_545genes
IGHG4	complement_and_complement_PPI_InWeb_highconf_545genes
IGKC	complement_and_complement_PPI_InWeb_highconf_545genes
IGKV3-11	complement_and_complement_PPI_InWeb_highconf_545genes
IGKV3-20	complement_and_complement_PPI_InWeb_highconf_545genes
IGKV4-1	complement_and_complement_PPI_InWeb_highconf_545genes
IGKV5-2	complement_and_complement_PPI_InWeb_highconf_545genes
IGLL5	complement_and_complement_PPI_InWeb_highconf_545genes
IL8	complement_and_complement_PPI_InWeb_highconf_545genes
INS	complement_and_complement_PPI_InWeb_highconf_545genes
INSL5	complement_and_complement_PPI_InWeb_highconf_545genes
IQGAP1	complement_and_complement_PPI_InWeb_highconf_545genes
ITGA2B	complement_and_complement_PPI_InWeb_highconf_545genes
ITGAD	complement_and_complement_PPI_InWeb_highconf_545genes
ITGAL	complement_and_complement_PPI_InWeb_highconf_545genes
ITGAV	complement_and_complement_PPI_InWeb_highconf_545genes
ITGB1	complement_and_complement_PPI_InWeb_highconf_545genes
ITGB3	complement_and_complement_PPI_InWeb_highconf_545genes
ITGB5	complement_and_complement_PPI_InWeb_highconf_545genes
ITGB8	complement_and_complement_PPI_InWeb_highconf_545genes
JAM3	complement_and_complement_PPI_InWeb_highconf_545genes
KDELR1	complement_and_complement_PPI_InWeb_highconf_545genes
KISS1	complement_and_complement_PPI_InWeb_highconf_545genes
KISS1R	complement_and_complement_PPI_InWeb_highconf_545genes
KLKB1	complement_and_complement_PPI_InWeb_highconf_545genes
KNG1	complement_and_complement_PPI_InWeb_highconf_545genes
KRT17	complement_and_complement_PPI_InWeb_highconf_545genes
KRT18	complement_and_complement_PPI_InWeb_highconf_545genes
KRT7	complement_and_complement_PPI_InWeb_highconf_545genes
LMAN1	complement_and_complement_PPI_InWeb_highconf_545genes
LPAR1	complement_and_complement_PPI_InWeb_highconf_545genes
LPAR2	complement_and_complement_PPI_InWeb_highconf_545genes
LPAR3	complement_and_complement_PPI_InWeb_highconf_545genes
LPAR4	complement_and_complement_PPI_InWeb_highconf_545genes
LPAR5	complement_and_complement_PPI_InWeb_highconf_545genes
LPAR6	complement_and_complement_PPI_InWeb_highconf_545genes
LTB4R	complement_and_complement_PPI_InWeb_highconf_545genes
LTB4R2	complement_and_complement_PPI_InWeb_highconf_545genes
MCFD2	complement_and_complement_PPI_InWeb_highconf_545genes
MCHR1	complement_and_complement_PPI_InWeb_highconf_545genes
MCHR2	complement_and_complement_PPI_InWeb_highconf_545genes
MFAP2	complement_and_complement_PPI_InWeb_highconf_545genes
MFAP5	complement_and_complement_PPI_InWeb_highconf_545genes
MLN	complement_and_complement_PPI_InWeb_highconf_545genes
MLNR	complement_and_complement_PPI_InWeb_highconf_545genes
MMP1	complement_and_complement_PPI_InWeb_highconf_545genes
MPRIP	complement_and_complement_PPI_InWeb_highconf_545genes
MTNR1A	complement_and_complement_PPI_InWeb_highconf_545genes
MTNR1B	complement_and_complement_PPI_InWeb_highconf_545genes
NID1	complement_and_complement_PPI_InWeb_highconf_545genes
NMB	complement_and_complement_PPI_InWeb_highconf_545genes
NMBR	complement_and_complement_PPI_InWeb_highconf_545genes
NMS	complement_and_complement_PPI_InWeb_highconf_545genes
NMU	complement_and_complement_PPI_InWeb_highconf_545genes
NMUR1	complement_and_complement_PPI_InWeb_highconf_545genes
NMUR2	complement_and_complement_PPI_InWeb_highconf_545genes
NPB	complement_and_complement_PPI_InWeb_highconf_545genes
NPBWR1	complement_and_complement_PPI_InWeb_highconf_545genes
NPBWR2	complement_and_complement_PPI_InWeb_highconf_545genes
NPFF	complement_and_complement_PPI_InWeb_highconf_545genes
NPFFR1	complement_and_complement_PPI_InWeb_highconf_545genes
NPFFR2	complement_and_complement_PPI_InWeb_highconf_545genes
NPS	complement_and_complement_PPI_InWeb_highconf_545genes
NPSR1	complement_and_complement_PPI_InWeb_highconf_545genes
NPW	complement_and_complement_PPI_InWeb_highconf_545genes
NPY	complement_and_complement_PPI_InWeb_highconf_545genes
NPY1R	complement_and_complement_PPI_InWeb_highconf_545genes
NPY2R	complement_and_complement_PPI_InWeb_highconf_545genes
NPY4R	complement_and_complement_PPI_InWeb_highconf_545genes
NPY5R	complement_and_complement_PPI_InWeb_highconf_545genes
NTS	complement_and_complement_PPI_InWeb_highconf_545genes
NTSR1	complement_and_complement_PPI_InWeb_highconf_545genes
NTSR2	complement_and_complement_PPI_InWeb_highconf_545genes
OPN4	complement_and_complement_PPI_InWeb_highconf_545genes
OPRD1	complement_and_complement_PPI_InWeb_highconf_545genes
OPRK1	complement_and_complement_PPI_InWeb_highconf_545genes
OPRL1	complement_and_complement_PPI_InWeb_highconf_545genes
OPRM1	complement_and_complement_PPI_InWeb_highconf_545genes
OXER1	complement_and_complement_PPI_InWeb_highconf_545genes
OXGR1	complement_and_complement_PPI_InWeb_highconf_545genes
OXT	complement_and_complement_PPI_InWeb_highconf_545genes
OXTR	complement_and_complement_PPI_InWeb_highconf_545genes
P2RY1	complement_and_complement_PPI_InWeb_highconf_545genes
P2RY10	complement_and_complement_PPI_InWeb_highconf_545genes
P2RY11	complement_and_complement_PPI_InWeb_highconf_545genes
P2RY12	complement_and_complement_PPI_InWeb_highconf_545genes
P2RY13	complement_and_complement_PPI_InWeb_highconf_545genes
P2RY14	complement_and_complement_PPI_InWeb_highconf_545genes
P2RY2	complement_and_complement_PPI_InWeb_highconf_545genes
P2RY4	complement_and_complement_PPI_InWeb_highconf_545genes
P2RY6	complement_and_complement_PPI_InWeb_highconf_545genes
PDYN	complement_and_complement_PPI_InWeb_highconf_545genes
PENK	complement_and_complement_PPI_InWeb_highconf_545genes
PF4	complement_and_complement_PPI_InWeb_highconf_545genes
PLEC	complement_and_complement_PPI_InWeb_highconf_545genes
PMCH	complement_and_complement_PPI_InWeb_highconf_545genes
PNOC	complement_and_complement_PPI_InWeb_highconf_545genes
POFUT2	complement_and_complement_PPI_InWeb_highconf_545genes
POMC	complement_and_complement_PPI_InWeb_highconf_545genes
PPBP	complement_and_complement_PPI_InWeb_highconf_545genes
PPY	complement_and_complement_PPI_InWeb_highconf_545genes
PROC	complement_and_complement_PPI_InWeb_highconf_545genes
PROCR	complement_and_complement_PPI_InWeb_highconf_545genes
PROK1	complement_and_complement_PPI_InWeb_highconf_545genes
PROK2	complement_and_complement_PPI_InWeb_highconf_545genes
PROKR1	complement_and_complement_PPI_InWeb_highconf_545genes
PROKR2	complement_and_complement_PPI_InWeb_highconf_545genes
PROS1	complement_and_complement_PPI_InWeb_highconf_545genes
PTAFR	complement_and_complement_PPI_InWeb_highconf_545genes
PTGDR2	complement_and_complement_PPI_InWeb_highconf_545genes
PTGER1	complement_and_complement_PPI_InWeb_highconf_545genes
PTGER3	complement_and_complement_PPI_InWeb_highconf_545genes
PTGFR	complement_and_complement_PPI_InWeb_highconf_545genes
PTPN11	complement_and_complement_PPI_InWeb_highconf_545genes
PYY	complement_and_complement_PPI_InWeb_highconf_545genes
QRFP	complement_and_complement_PPI_InWeb_highconf_545genes
QRFPR	complement_and_complement_PPI_InWeb_highconf_545genes
RAB1A	complement_and_complement_PPI_InWeb_highconf_545genes
RAB1B	complement_and_complement_PPI_InWeb_highconf_545genes
RACGAP1	complement_and_complement_PPI_InWeb_highconf_545genes
RLN3	complement_and_complement_PPI_InWeb_highconf_545genes
RXFP3	complement_and_complement_PPI_InWeb_highconf_545genes
RXFP4	complement_and_complement_PPI_InWeb_highconf_545genes
S1PR1	complement_and_complement_PPI_InWeb_highconf_545genes
S1PR2	complement_and_complement_PPI_InWeb_highconf_545genes
S1PR3	complement_and_complement_PPI_InWeb_highconf_545genes
S1PR4	complement_and_complement_PPI_InWeb_highconf_545genes
S1PR5	complement_and_complement_PPI_InWeb_highconf_545genes
SAA1	complement_and_complement_PPI_InWeb_highconf_545genes
SAR1B	complement_and_complement_PPI_InWeb_highconf_545genes
SCFD1	complement_and_complement_PPI_InWeb_highconf_545genes
SDC1	complement_and_complement_PPI_InWeb_highconf_545genes
SDC2	complement_and_complement_PPI_InWeb_highconf_545genes
SDC4	complement_and_complement_PPI_InWeb_highconf_545genes
SEC13	complement_and_complement_PPI_InWeb_highconf_545genes
SEC16A	complement_and_complement_PPI_InWeb_highconf_545genes
SEC16B	complement_and_complement_PPI_InWeb_highconf_545genes
SEC23A	complement_and_complement_PPI_InWeb_highconf_545genes
SEC23IP	complement_and_complement_PPI_InWeb_highconf_545genes
SEC24A	complement_and_complement_PPI_InWeb_highconf_545genes
SEC24B	complement_and_complement_PPI_InWeb_highconf_545genes
SEC24C	complement_and_complement_PPI_InWeb_highconf_545genes
SEC24D	complement_and_complement_PPI_InWeb_highconf_545genes
SEC31A	complement_and_complement_PPI_InWeb_highconf_545genes
SERPINA1	complement_and_complement_PPI_InWeb_highconf_545genes
SERPINC1	complement_and_complement_PPI_InWeb_highconf_545genes
SERPIND1	complement_and_complement_PPI_InWeb_highconf_545genes
SERPINE1	complement_and_complement_PPI_InWeb_highconf_545genes
SERPINE2	complement_and_complement_PPI_InWeb_highconf_545genes
SERPINF2	complement_and_complement_PPI_InWeb_highconf_545genes
SHC1	complement_and_complement_PPI_InWeb_highconf_545genes
SMU1	complement_and_complement_PPI_InWeb_highconf_545genes
SNRPD2	complement_and_complement_PPI_InWeb_highconf_545genes
SOS1	complement_and_complement_PPI_InWeb_highconf_545genes
SPTA1	complement_and_complement_PPI_InWeb_highconf_545genes
SPTAN1	complement_and_complement_PPI_InWeb_highconf_545genes
SPTB	complement_and_complement_PPI_InWeb_highconf_545genes
SPTBN1	complement_and_complement_PPI_InWeb_highconf_545genes
SPTBN2	complement_and_complement_PPI_InWeb_highconf_545genes
SPTBN4	complement_and_complement_PPI_InWeb_highconf_545genes
SPTBN5	complement_and_complement_PPI_InWeb_highconf_545genes
SST	complement_and_complement_PPI_InWeb_highconf_545genes
SSTR1	complement_and_complement_PPI_InWeb_highconf_545genes
SSTR2	complement_and_complement_PPI_InWeb_highconf_545genes
SSTR3	complement_and_complement_PPI_InWeb_highconf_545genes
SSTR4	complement_and_complement_PPI_InWeb_highconf_545genes
SSTR5	complement_and_complement_PPI_InWeb_highconf_545genes
STX5	complement_and_complement_PPI_InWeb_highconf_545genes
SUCNR1	complement_and_complement_PPI_InWeb_highconf_545genes
TAC1	complement_and_complement_PPI_InWeb_highconf_545genes
TAC3	complement_and_complement_PPI_InWeb_highconf_545genes
TACR1	complement_and_complement_PPI_InWeb_highconf_545genes
TACR2	complement_and_complement_PPI_InWeb_highconf_545genes
TACR3	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R1	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R10	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R13	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R14	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R16	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R19	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R20	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R3	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R31	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R38	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R39	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R4	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R40	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R41	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R42	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R43	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R46	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R5	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R50	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R60	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R7	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R8	complement_and_complement_PPI_InWeb_highconf_545genes
TAS2R9	complement_and_complement_PPI_InWeb_highconf_545genes
TBXA2R	complement_and_complement_PPI_InWeb_highconf_545genes
TFG	complement_and_complement_PPI_InWeb_highconf_545genes
TGFA	complement_and_complement_PPI_InWeb_highconf_545genes
THBD	complement_and_complement_PPI_InWeb_highconf_545genes
TMED10	complement_and_complement_PPI_InWeb_highconf_545genes
TMED2	complement_and_complement_PPI_InWeb_highconf_545genes
TMED3	complement_and_complement_PPI_InWeb_highconf_545genes
TMED7	complement_and_complement_PPI_InWeb_highconf_545genes
TMED9	complement_and_complement_PPI_InWeb_highconf_545genes
TMEM115	complement_and_complement_PPI_InWeb_highconf_545genes
TNC	complement_and_complement_PPI_InWeb_highconf_545genes
TRAPPC1	complement_and_complement_PPI_InWeb_highconf_545genes
TRAPPC10	complement_and_complement_PPI_InWeb_highconf_545genes
TRAPPC2	complement_and_complement_PPI_InWeb_highconf_545genes
TRAPPC2L	complement_and_complement_PPI_InWeb_highconf_545genes
TRAPPC3	complement_and_complement_PPI_InWeb_highconf_545genes
TRAPPC4	complement_and_complement_PPI_InWeb_highconf_545genes
TRAPPC5	complement_and_complement_PPI_InWeb_highconf_545genes
TRAPPC6A	complement_and_complement_PPI_InWeb_highconf_545genes
TRAPPC6B	complement_and_complement_PPI_InWeb_highconf_545genes
TRAPPC9	complement_and_complement_PPI_InWeb_highconf_545genes
TRH	complement_and_complement_PPI_InWeb_highconf_545genes
TRHR	complement_and_complement_PPI_InWeb_highconf_545genes
UBC	complement_and_complement_PPI_InWeb_highconf_545genes
USO1	complement_and_complement_PPI_InWeb_highconf_545genes
UTS2	complement_and_complement_PPI_InWeb_highconf_545genes
UTS2B	complement_and_complement_PPI_InWeb_highconf_545genes
UTS2R	complement_and_complement_PPI_InWeb_highconf_545genes
VAV2	complement_and_complement_PPI_InWeb_highconf_545genes
VAV3	complement_and_complement_PPI_InWeb_highconf_545genes
VWF	complement_and_complement_PPI_InWeb_highconf_545genes
XCL1	complement_and_complement_PPI_InWeb_highconf_545genes
XCL2	complement_and_complement_PPI_InWeb_highconf_545genes
XCR1	complement_and_complement_PPI_InWeb_highconf_545genes
XRCC6	complement_and_complement_PPI_InWeb_highconf_545genes
YKT6	complement_and_complement_PPI_InWeb_highconf_545genes
C1QA	complement_and_complement_PPI_InWeb_1066genes
C1QB	complement_and_complement_PPI_InWeb_1066genes
C1QC	complement_and_complement_PPI_InWeb_1066genes
C1R	complement_and_complement_PPI_InWeb_1066genes
C1S	complement_and_complement_PPI_InWeb_1066genes
C2	complement_and_complement_PPI_InWeb_1066genes
C3	complement_and_complement_PPI_InWeb_1066genes
C4A	complement_and_complement_PPI_InWeb_1066genes
C4B	complement_and_complement_PPI_InWeb_1066genes
C5	complement_and_complement_PPI_InWeb_1066genes
C6	complement_and_complement_PPI_InWeb_1066genes
C7	complement_and_complement_PPI_InWeb_1066genes
C8A	complement_and_complement_PPI_InWeb_1066genes
C8B	complement_and_complement_PPI_InWeb_1066genes
C8G	complement_and_complement_PPI_InWeb_1066genes
C9	complement_and_complement_PPI_InWeb_1066genes
CFB	complement_and_complement_PPI_InWeb_1066genes
CFD	complement_and_complement_PPI_InWeb_1066genes
CFP	complement_and_complement_PPI_InWeb_1066genes
COLEC10	complement_and_complement_PPI_InWeb_1066genes
COLEC11	complement_and_complement_PPI_InWeb_1066genes
FCN1	complement_and_complement_PPI_InWeb_1066genes
FCN2	complement_and_complement_PPI_InWeb_1066genes
FCN3	complement_and_complement_PPI_InWeb_1066genes
MASP1	complement_and_complement_PPI_InWeb_1066genes
MASP2	complement_and_complement_PPI_InWeb_1066genes
MBL2	complement_and_complement_PPI_InWeb_1066genes
C3AR1	complement_and_complement_PPI_InWeb_1066genes
C4BPA	complement_and_complement_PPI_InWeb_1066genes
C4BPB	complement_and_complement_PPI_InWeb_1066genes
C5AR1	complement_and_complement_PPI_InWeb_1066genes
CD46	complement_and_complement_PPI_InWeb_1066genes
CD55	complement_and_complement_PPI_InWeb_1066genes
CD59	complement_and_complement_PPI_InWeb_1066genes
CD93	complement_and_complement_PPI_InWeb_1066genes
CFH	complement_and_complement_PPI_InWeb_1066genes
CFHR1	complement_and_complement_PPI_InWeb_1066genes
CFHR2	complement_and_complement_PPI_InWeb_1066genes
CFHR3	complement_and_complement_PPI_InWeb_1066genes
CFHR4	complement_and_complement_PPI_InWeb_1066genes
CFHR5	complement_and_complement_PPI_InWeb_1066genes
CFI	complement_and_complement_PPI_InWeb_1066genes
CLU	complement_and_complement_PPI_InWeb_1066genes
CR1	complement_and_complement_PPI_InWeb_1066genes
CR2	complement_and_complement_PPI_InWeb_1066genes
CSMD1	complement_and_complement_PPI_InWeb_1066genes
CSMD2	complement_and_complement_PPI_InWeb_1066genes
CSMD3	complement_and_complement_PPI_InWeb_1066genes
ELANE	complement_and_complement_PPI_InWeb_1066genes
F2	complement_and_complement_PPI_InWeb_1066genes
ITGAM	complement_and_complement_PPI_InWeb_1066genes
ITGAX	complement_and_complement_PPI_InWeb_1066genes
ITGB2	complement_and_complement_PPI_InWeb_1066genes
SERPING1	complement_and_complement_PPI_InWeb_1066genes
VSIG4	complement_and_complement_PPI_InWeb_1066genes
VTN	complement_and_complement_PPI_InWeb_1066genes
C5AR2	complement_and_complement_PPI_InWeb_1066genes
ABCE1	complement_and_complement_PPI_InWeb_1066genes
ABL1	complement_and_complement_PPI_InWeb_1066genes
ACKR3	complement_and_complement_PPI_InWeb_1066genes
ACTN1	complement_and_complement_PPI_InWeb_1066genes
ADCYAP1	complement_and_complement_PPI_InWeb_1066genes
ADCYAP1R1	complement_and_complement_PPI_InWeb_1066genes
ADH5	complement_and_complement_PPI_InWeb_1066genes
ADORA1	complement_and_complement_PPI_InWeb_1066genes
ADRA1A	complement_and_complement_PPI_InWeb_1066genes
ADRA1B	complement_and_complement_PPI_InWeb_1066genes
ADRA1D	complement_and_complement_PPI_InWeb_1066genes
ADRA2A	complement_and_complement_PPI_InWeb_1066genes
ADRA2B	complement_and_complement_PPI_InWeb_1066genes
ADRA2C	complement_and_complement_PPI_InWeb_1066genes
ADTRP	complement_and_complement_PPI_InWeb_1066genes
AGT	complement_and_complement_PPI_InWeb_1066genes
AGTR1	complement_and_complement_PPI_InWeb_1066genes
AGTR2	complement_and_complement_PPI_InWeb_1066genes
AIFM1	complement_and_complement_PPI_InWeb_1066genes
ALB	complement_and_complement_PPI_InWeb_1066genes
AMPH	complement_and_complement_PPI_InWeb_1066genes
ANK1	complement_and_complement_PPI_InWeb_1066genes
ANK2	complement_and_complement_PPI_InWeb_1066genes
ANK3	complement_and_complement_PPI_InWeb_1066genes
ANXA1	complement_and_complement_PPI_InWeb_1066genes
ANXA6	complement_and_complement_PPI_InWeb_1066genes
AP2A1	complement_and_complement_PPI_InWeb_1066genes
AP2B1	complement_and_complement_PPI_InWeb_1066genes
AP2M1	complement_and_complement_PPI_InWeb_1066genes
AP2S1	complement_and_complement_PPI_InWeb_1066genes
AP3S1	complement_and_complement_PPI_InWeb_1066genes
APC	complement_and_complement_PPI_InWeb_1066genes
APCS	complement_and_complement_PPI_InWeb_1066genes
APLN	complement_and_complement_PPI_InWeb_1066genes
APLNR	complement_and_complement_PPI_InWeb_1066genes
APOA1	complement_and_complement_PPI_InWeb_1066genes
APP	complement_and_complement_PPI_InWeb_1066genes
ARCN1	complement_and_complement_PPI_InWeb_1066genes
AREG	complement_and_complement_PPI_InWeb_1066genes
