Gene	Set
OXTR	C4A-positive-network-PEC_CN2_and_GTEX_CN2
DHTKD1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
TMEM136	C4A-positive-network-PEC_CN2_and_GTEX_CN2
TMEM102	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SOX2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RNF135	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SLC9A9	C4A-positive-network-PEC_CN2_and_GTEX_CN2
COA4	C4A-positive-network-PEC_CN2_and_GTEX_CN2
IDH2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
FAM181B	C4A-positive-network-PEC_CN2_and_GTEX_CN2
FAM89A	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RAD51B	C4A-positive-network-PEC_CN2_and_GTEX_CN2
C1S	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ORAI1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
LIMK2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ADI1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ANXA2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SPATA13	C4A-positive-network-PEC_CN2_and_GTEX_CN2
CADM1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PTTG1IP	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ZNRF3	C4A-positive-network-PEC_CN2_and_GTEX_CN2
FBXL7	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ZNF730	C4A-positive-network-PEC_CN2_and_GTEX_CN2
TOB2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PRKX	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ST6GALNAC3	C4A-positive-network-PEC_CN2_and_GTEX_CN2
FAM120C	C4A-positive-network-PEC_CN2_and_GTEX_CN2
CSF1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
MAML2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PROS1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SOCS3	C4A-positive-network-PEC_CN2_and_GTEX_CN2
HIST2H2BE	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ATL3	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SEMA4B	C4A-positive-network-PEC_CN2_and_GTEX_CN2
CIB1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
IFITM2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ZBTB37	C4A-positive-network-PEC_CN2_and_GTEX_CN2
METTL7A	C4A-positive-network-PEC_CN2_and_GTEX_CN2
TMEM179B	C4A-positive-network-PEC_CN2_and_GTEX_CN2
MUC1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
IRF7	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SP1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
DBX2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ZFP36L1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PMEL	C4A-positive-network-PEC_CN2_and_GTEX_CN2
IFITM1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
WWOX	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ZNF395	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PPARA	C4A-positive-network-PEC_CN2_and_GTEX_CN2
C3orf70	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PLCD1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
MT1X	C4A-positive-network-PEC_CN2_and_GTEX_CN2
FNBP1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SAMD11	C4A-positive-network-PEC_CN2_and_GTEX_CN2
FAM69C	C4A-positive-network-PEC_CN2_and_GTEX_CN2
HIST1H1C	C4A-positive-network-PEC_CN2_and_GTEX_CN2
EIF4EBP1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PLSCR1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SLC38A3	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SELL	C4A-positive-network-PEC_CN2_and_GTEX_CN2
LCTL	C4A-positive-network-PEC_CN2_and_GTEX_CN2
CLN3	C4A-positive-network-PEC_CN2_and_GTEX_CN2
S100A16	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PTAR1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ZNF548	C4A-positive-network-PEC_CN2_and_GTEX_CN2
LITAF	C4A-positive-network-PEC_CN2_and_GTEX_CN2
MAOA	C4A-positive-network-PEC_CN2_and_GTEX_CN2
HLA-DRB1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SERPINA3	C4A-positive-network-PEC_CN2_and_GTEX_CN2
AKR1C3	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ZNF766	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RYR1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
GIMAP5	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PTPN1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
EPHB4	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PLXNB2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
MYO6	C4A-positive-network-PEC_CN2_and_GTEX_CN2
GM2A	C4A-positive-network-PEC_CN2_and_GTEX_CN2
S100A2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
HIST1H2AG	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ADA	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ARID5A	C4A-positive-network-PEC_CN2_and_GTEX_CN2
FLNA	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SRGAP1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
CASP4	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ZNF763	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ACSL5	C4A-positive-network-PEC_CN2_and_GTEX_CN2
FAM110D	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SERPINA1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
LRP10	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SLC22A5	C4A-positive-network-PEC_CN2_and_GTEX_CN2
MAP3K5	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SLC2A10	C4A-positive-network-PEC_CN2_and_GTEX_CN2
FAM114A1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
S100A10	C4A-positive-network-PEC_CN2_and_GTEX_CN2
MCMBP	C4A-positive-network-PEC_CN2_and_GTEX_CN2
MPZL1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ELOVL2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SNHG12	C4A-positive-network-PEC_CN2_and_GTEX_CN2
IRAK4	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SULT1C4	C4A-positive-network-PEC_CN2_and_GTEX_CN2
TOR4A	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SOWAHC	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ASPH	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ANKRD35	C4A-positive-network-PEC_CN2_and_GTEX_CN2
BAZ1A	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ECI2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
MSRB1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ZNF652	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PNP	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RYR3	C4A-positive-network-PEC_CN2_and_GTEX_CN2
MFAP3L	C4A-positive-network-PEC_CN2_and_GTEX_CN2
NAGA	C4A-positive-network-PEC_CN2_and_GTEX_CN2
TGM2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
FCGR3A	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PPAPDC1A	C4A-positive-network-PEC_CN2_and_GTEX_CN2
TAPSAR1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PSMB8	C4A-positive-network-PEC_CN2_and_GTEX_CN2
BTBD17	C4A-positive-network-PEC_CN2_and_GTEX_CN2
APOM	C4A-positive-network-PEC_CN2_and_GTEX_CN2
LILRB3	C4A-positive-network-PEC_CN2_and_GTEX_CN2
DDR1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
HLA-E	C4A-positive-network-PEC_CN2_and_GTEX_CN2
LGR4	C4A-positive-network-PEC_CN2_and_GTEX_CN2
GPR56	C4A-positive-network-PEC_CN2_and_GTEX_CN2
MT1M	C4A-positive-network-PEC_CN2_and_GTEX_CN2
CFI	C4A-positive-network-PEC_CN2_and_GTEX_CN2
C21orf62	C4A-positive-network-PEC_CN2_and_GTEX_CN2
HLA-A	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SFT2D2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
NOTCH2NL	C4A-positive-network-PEC_CN2_and_GTEX_CN2
GSTM2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ARHGAP19	C4A-positive-network-PEC_CN2_and_GTEX_CN2
LCAT	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SIPA1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RP11-453F18__B.1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
LEPROT	C4A-positive-network-PEC_CN2_and_GTEX_CN2
GPSM3	C4A-positive-network-PEC_CN2_and_GTEX_CN2
CLIC1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
DDAH2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
IRF9	C4A-positive-network-PEC_CN2_and_GTEX_CN2
TAX1BP3	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ANG	C4A-positive-network-PEC_CN2_and_GTEX_CN2
COLCA2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
VAC14-AS1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PLIN5	C4A-positive-network-PEC_CN2_and_GTEX_CN2
C10orf105	C4A-positive-network-PEC_CN2_and_GTEX_CN2
IFRD2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RP11-563J2.2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
IFI30	C4A-positive-network-PEC_CN2_and_GTEX_CN2
CEBPD	C4A-positive-network-PEC_CN2_and_GTEX_CN2
APOL6	C4A-positive-network-PEC_CN2_and_GTEX_CN2
C1QTNF5	C4A-positive-network-PEC_CN2_and_GTEX_CN2
LINC01057	C4A-positive-network-PEC_CN2_and_GTEX_CN2
C4B	C4A-positive-network-PEC_CN2_and_GTEX_CN2
HSPA7	C4A-positive-network-PEC_CN2_and_GTEX_CN2
TMEM185B	C4A-positive-network-PEC_CN2_and_GTEX_CN2
SOX21-AS1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RP11-106M7.1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RP11-436K8.1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RP5-855F14.1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
AC133785.1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
AP000688.29	C4A-positive-network-PEC_CN2_and_GTEX_CN2
AC005152.2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RP11-230B22.1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RP11-86H7.7	C4A-positive-network-PEC_CN2_and_GTEX_CN2
NFAM1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
KIAA0040	C4A-positive-network-PEC_CN2_and_GTEX_CN2
B3GNT9	C4A-positive-network-PEC_CN2_and_GTEX_CN2
APOBEC3G	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PSMB9	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PCDHGC3	C4A-positive-network-PEC_CN2_and_GTEX_CN2
AQP1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
CD302	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RP11-38P22.2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PLEKHO2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
HOGA1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ARHGEF26-AS1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
EFNA4	C4A-positive-network-PEC_CN2_and_GTEX_CN2
TNFRSF6B	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ZMYM6NB	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ACY1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
LILRA6	C4A-positive-network-PEC_CN2_and_GTEX_CN2
C4A	C4A-positive-network-PEC_CN2_and_GTEX_CN2
NEAT1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
H2AFJ	C4A-positive-network-PEC_CN2_and_GTEX_CN2
CTD-2514K5.2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RP11-318M2.2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RP11-431M7.3	C4A-positive-network-PEC_CN2_and_GTEX_CN2
HAUS5	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RP11-792D21.2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PCDHGB6	C4A-positive-network-PEC_CN2_and_GTEX_CN2
ZFHX4-AS1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PCDHGA11	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PCDHGB2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
LYN	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PCDHGB7	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PCDHGB1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
AF186192.5	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RP11-539G18.2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RNASE4	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RP11-553L6.5	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RP11-395B7.7	C4A-positive-network-PEC_CN2_and_GTEX_CN2
CTC-462L7.1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
GAN	C4A-positive-network-PEC_CN2_and_GTEX_CN2
DLGAP1-AS2	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PCDHGB3	C4A-positive-network-PEC_CN2_and_GTEX_CN2
PCDHGA4	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RP11-334C17.5	C4A-positive-network-PEC_CN2_and_GTEX_CN2
AC005336.4	C4A-positive-network-PEC_CN2_and_GTEX_CN2
CTD-2540B15.6	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RP11-552F3.9	C4A-positive-network-PEC_CN2_and_GTEX_CN2
CTD-2521M24.9	C4A-positive-network-PEC_CN2_and_GTEX_CN2
CTD-3018O17.3	C4A-positive-network-PEC_CN2_and_GTEX_CN2
AC006129.4	C4A-positive-network-PEC_CN2_and_GTEX_CN2
RP11-420L9.5	C4A-positive-network-PEC_CN2_and_GTEX_CN2
CITF22-92A6.1	C4A-positive-network-PEC_CN2_and_GTEX_CN2
TSPAN6	C4A-positive-PEC
FGR	C4A-positive-PEC
CFH	C4A-positive-PEC
FUCA2	C4A-positive-PEC
SEMA3F	C4A-positive-PEC
LAP3	C4A-positive-PEC
CD99	C4A-positive-PEC
TMEM176A	C4A-positive-PEC
CFLAR	C4A-positive-PEC
SLC7A2	C4A-positive-PEC
AK2	C4A-positive-PEC
CD38	C4A-positive-PEC
PDK4	C4A-positive-PEC
ITGAL	C4A-positive-PEC
ALDH3B1	C4A-positive-PEC
SCIN	C4A-positive-PEC
ARSD	C4A-positive-PEC
CEACAM21	C4A-positive-PEC
TKTL1	C4A-positive-PEC
PAX6	C4A-positive-PEC
RHBDF1	C4A-positive-PEC
TEAD3	C4A-positive-PEC
DLEC1	C4A-positive-PEC
SYPL1	C4A-positive-PEC
AASS	C4A-positive-PEC
MGST1	C4A-positive-PEC
MMP25	C4A-positive-PEC
CD9	C4A-positive-PEC
STAB1	C4A-positive-PEC
CD4	C4A-positive-PEC
BTK	C4A-positive-PEC
HFE	C4A-positive-PEC
FYN	C4A-positive-PEC
KAL1	C4A-positive-PEC
PTBP1	C4A-positive-PEC
PLAUR	C4A-positive-PEC
TYROBP	C4A-positive-PEC
PRICKLE3	C4A-positive-PEC
LTF	C4A-positive-PEC
ELOVL5	C4A-positive-PEC
ALOX5	C4A-positive-PEC
MVP	C4A-positive-PEC
PGM3	C4A-positive-PEC
GPRC5A	C4A-positive-PEC
UFL1	C4A-positive-PEC
ACPP	C4A-positive-PEC
WAS	C4A-positive-PEC
CHDH	C4A-positive-PEC
SLC11A1	C4A-positive-PEC
WWTR1	C4A-positive-PEC
ATP1A2	C4A-positive-PEC
PHLDB1	C4A-positive-PEC
CD74	C4A-positive-PEC
HGF	C4A-positive-PEC
MRE11A	C4A-positive-PEC
PLEKHB1	C4A-positive-PEC
SERPINB1	C4A-positive-PEC
DERA	C4A-positive-PEC
DEF6	C4A-positive-PEC
HSD17B6	C4A-positive-PEC
TYMP	C4A-positive-PEC
VIM	C4A-positive-PEC
RNASET2	C4A-positive-PEC
CD44	C4A-positive-PEC
BTN3A1	C4A-positive-PEC
TNFRSF1B	C4A-positive-PEC
IKZF2	C4A-positive-PEC
ARHGAP31	C4A-positive-PEC
UHRF1	C4A-positive-PEC
PI4K2B	C4A-positive-PEC
VCAN	C4A-positive-PEC
MSR1	C4A-positive-PEC
CTNS	C4A-positive-PEC
TNC	C4A-positive-PEC
CAPG	C4A-positive-PEC
ADAM28	C4A-positive-PEC
CNTLN	C4A-positive-PEC
GPM6B	C4A-positive-PEC
PREX2	C4A-positive-PEC
CTPS2	C4A-positive-PEC
CP	C4A-positive-PEC
ANO2	C4A-positive-PEC
WWC3	C4A-positive-PEC
ARHGAP6	C4A-positive-PEC
H6PD	C4A-positive-PEC
VAMP3	C4A-positive-PEC
LTBP1	C4A-positive-PEC
ELN	C4A-positive-PEC
CYBA	C4A-positive-PEC
KCNQ1	C4A-positive-PEC
ENTPD2	C4A-positive-PEC
LY75	C4A-positive-PEC
TAB2	C4A-positive-PEC
IL17RB	C4A-positive-PEC
TRAF3IP2	C4A-positive-PEC
GYG2	C4A-positive-PEC
SEC61A1	C4A-positive-PEC
TBXAS1	C4A-positive-PEC
PARP12	C4A-positive-PEC
YBX3	C4A-positive-PEC
ACAA1	C4A-positive-PEC
HDAC7	C4A-positive-PEC
POLD1	C4A-positive-PEC
CASP8	C4A-positive-PEC
WISP2	C4A-positive-PEC
RFXANK	C4A-positive-PEC
EYA2	C4A-positive-PEC
CNN2	C4A-positive-PEC
CHI3L2	C4A-positive-PEC
SBNO2	C4A-positive-PEC
HMG20B	C4A-positive-PEC
GNAI3	C4A-positive-PEC
NTN1	C4A-positive-PEC
MYLK	C4A-positive-PEC
YBX1	C4A-positive-PEC
CD84	C4A-positive-PEC
SPI1	C4A-positive-PEC
FGFR2	C4A-positive-PEC
SP100	C4A-positive-PEC
NEO1	C4A-positive-PEC
PHKA1	C4A-positive-PEC
TNFRSF1A	C4A-positive-PEC
ROCK1	C4A-positive-PEC
CBFB	C4A-positive-PEC
IFI35	C4A-positive-PEC
ATP11A	C4A-positive-PEC
LAPTM4A	C4A-positive-PEC
TTC7A	C4A-positive-PEC
CYFIP1	C4A-positive-PEC
ABCC9	C4A-positive-PEC
MAOB	C4A-positive-PEC
TGFBR3	C4A-positive-PEC
NEDD4	C4A-positive-PEC
DAPP1	C4A-positive-PEC
ST6GALNAC2	C4A-positive-PEC
PABPC1	C4A-positive-PEC
TESK2	C4A-positive-PEC
WDR1	C4A-positive-PEC
TCF3	C4A-positive-PEC
CYBRD1	C4A-positive-PEC
PTPN18	C4A-positive-PEC
ACADVL	C4A-positive-PEC
STK10	C4A-positive-PEC
MRVI1	C4A-positive-PEC
SCARB1	C4A-positive-PEC
ALPK1	C4A-positive-PEC
SMARCE1	C4A-positive-PEC
FERMT2	C4A-positive-PEC
IGF2BP2	C4A-positive-PEC
GLI2	C4A-positive-PEC
LMAN1	C4A-positive-PEC
TTC38	C4A-positive-PEC
FNDC3B	C4A-positive-PEC
ARHGAP15	C4A-positive-PEC
RBM7	C4A-positive-PEC
RBMS2	C4A-positive-PEC
UNG	C4A-positive-PEC
TRAF4	C4A-positive-PEC
PAG1	C4A-positive-PEC
GPC4	C4A-positive-PEC
MBNL3	C4A-positive-PEC
STXBP2	C4A-positive-PEC
NFKB2	C4A-positive-PEC
IL4R	C4A-positive-PEC
SNRPA	C4A-positive-PEC
APBB1IP	C4A-positive-PEC
GPR137B	C4A-positive-PEC
FBLN1	C4A-positive-PEC
ARAF	C4A-positive-PEC
N4BP2	C4A-positive-PEC
TULP3	C4A-positive-PEC
SLC1A3	C4A-positive-PEC
MKNK1	C4A-positive-PEC
CDC14A	C4A-positive-PEC
LRRC16A	C4A-positive-PEC
PGM1	C4A-positive-PEC
DNM2	C4A-positive-PEC
SLC4A4	C4A-positive-PEC
RBL1	C4A-positive-PEC
PTPRC	C4A-positive-PEC
STK17B	C4A-positive-PEC
FYB	C4A-positive-PEC
ITGB5	C4A-positive-PEC
BCKDHB	C4A-positive-PEC
PLOD1	C4A-positive-PEC
FAT1	C4A-positive-PEC
REST	C4A-positive-PEC
GSTP1	C4A-positive-PEC
TXLNA	C4A-positive-PEC
HADHA	C4A-positive-PEC
CD82	C4A-positive-PEC
FCN1	C4A-positive-PEC
CPNE3	C4A-positive-PEC
B4GALT1	C4A-positive-PEC
ITPKC	C4A-positive-PEC
LAT2	C4A-positive-PEC
TRIP6	C4A-positive-PEC
MMP2	C4A-positive-PEC
LPCAT2	C4A-positive-PEC
SH3BP2	C4A-positive-PEC
PHACTR3	C4A-positive-PEC
PIR	C4A-positive-PEC
RFX2	C4A-positive-PEC
ASAP3	C4A-positive-PEC
SMOX	C4A-positive-PEC
SIGLEC1	C4A-positive-PEC
MAVS	C4A-positive-PEC
SLC8B1	C4A-positive-PEC
PXN	C4A-positive-PEC
FXYD5	C4A-positive-PEC
FXYD3	C4A-positive-PEC
HEPH	C4A-positive-PEC
GMIP	C4A-positive-PEC
ARHGAP4	C4A-positive-PEC
RCOR1	C4A-positive-PEC
RGS1	C4A-positive-PEC
ICAM1	C4A-positive-PEC
IRAK3	C4A-positive-PEC
LYZ	C4A-positive-PEC
FLT3LG	C4A-positive-PEC
ZNF268	C4A-positive-PEC
FCGBP	C4A-positive-PEC
CMTM6	C4A-positive-PEC
ITGA6	C4A-positive-PEC
ANGPT2	C4A-positive-PEC
CCDC80	C4A-positive-PEC
PSME1	C4A-positive-PEC
HAUS4	C4A-positive-PEC
SNAP23	C4A-positive-PEC
PHGDH	C4A-positive-PEC
EZR	C4A-positive-PEC
UNC13D	C4A-positive-PEC
TGFB2	C4A-positive-PEC
CDC45	C4A-positive-PEC
COMT	C4A-positive-PEC
CECR1	C4A-positive-PEC
BLNK	C4A-positive-PEC
BAMBI	C4A-positive-PEC
TREM2	C4A-positive-PEC
FKBP5	C4A-positive-PEC
ITPR3	C4A-positive-PEC
SH3GLB1	C4A-positive-PEC
PCSK5	C4A-positive-PEC
TMED1	C4A-positive-PEC
PRTFDC1	C4A-positive-PEC
HSD3B7	C4A-positive-PEC
IZUMO4	C4A-positive-PEC
GADD45B	C4A-positive-PEC
CECR2	C4A-positive-PEC
PRODH	C4A-positive-PEC
CYTH4	C4A-positive-PEC
MFNG	C4A-positive-PEC
PIK3IP1	C4A-positive-PEC
PATZ1	C4A-positive-PEC
TRIOBP	C4A-positive-PEC
SOX10	C4A-positive-PEC
TIMP3	C4A-positive-PEC
HMOX1	C4A-positive-PEC
MCM5	C4A-positive-PEC
TSPO	C4A-positive-PEC
ASCC2	C4A-positive-PEC
APOL4	C4A-positive-PEC
APOL1	C4A-positive-PEC
MYH9	C4A-positive-PEC
NCF4	C4A-positive-PEC
CSF2RB	C4A-positive-PEC
MLC1	C4A-positive-PEC
ABHD4	C4A-positive-PEC
PYGL	C4A-positive-PEC
RIN3	C4A-positive-PEC
CEP128	C4A-positive-PEC
HIF1A	C4A-positive-PEC
PAPLN	C4A-positive-PEC
NFKBIA	C4A-positive-PEC
TM9SF1	C4A-positive-PEC
PLTP	C4A-positive-PEC
PROCR	C4A-positive-PEC
CD40	C4A-positive-PEC
NFATC2	C4A-positive-PEC
BMP7	C4A-positive-PEC
CTSZ	C4A-positive-PEC
NKAIN4	C4A-positive-PEC
SLC52A3	C4A-positive-PEC
SEC23B	C4A-positive-PEC
HCK	C4A-positive-PEC
POFUT1	C4A-positive-PEC
SAMHD1	C4A-positive-PEC
MAPRE1	C4A-positive-PEC
JAG1	C4A-positive-PEC
MYL12A	C4A-positive-PEC
LIPG	C4A-positive-PEC
LAMA1	C4A-positive-PEC
TBL1X	C4A-positive-PEC
GPR143	C4A-positive-PEC
MID1	C4A-positive-PEC
CHRDL1	C4A-positive-PEC
SRPX	C4A-positive-PEC
ATP11C	C4A-positive-PEC
PLP2	C4A-positive-PEC
BMX	C4A-positive-PEC
RENBP	C4A-positive-PEC
ELF4	C4A-positive-PEC
MAGT1	C4A-positive-PEC
PHEX	C4A-positive-PEC
RP2	C4A-positive-PEC
TIMP1	C4A-positive-PEC
SYTL4	C4A-positive-PEC
PARP4	C4A-positive-PEC
FLT1	C4A-positive-PEC
MSLN	C4A-positive-PEC
COTL1	C4A-positive-PEC
CRISPLD2	C4A-positive-PEC
PIEZO1	C4A-positive-PEC
SALL1	C4A-positive-PEC
RRN3P2	C4A-positive-PEC
PYCARD	C4A-positive-PEC
IL21R	C4A-positive-PEC
RASL12	C4A-positive-PEC
IGDCC4	C4A-positive-PEC
CTSH	C4A-positive-PEC
TTC23	C4A-positive-PEC
FAH	C4A-positive-PEC
EHD4	C4A-positive-PEC
CPQ	C4A-positive-PEC
IKBKB	C4A-positive-PEC
PLAT	C4A-positive-PEC
STK3	C4A-positive-PEC
EMC2	C4A-positive-PEC
NDRG1	C4A-positive-PEC
TRPS1	C4A-positive-PEC
GSDMD	C4A-positive-PEC
SH2D4A	C4A-positive-PEC
TNFRSF10A	C4A-positive-PEC
ARHGEF10	C4A-positive-PEC
MAN2B1	C4A-positive-PEC
FCGRT	C4A-positive-PEC
PPP1R13L	C4A-positive-PEC
CD37	C4A-positive-PEC
LYL1	C4A-positive-PEC
IL4I1	C4A-positive-PEC
LILRB1	C4A-positive-PEC
LILRA1	C4A-positive-PEC
RASAL3	C4A-positive-PEC
SYDE1	C4A-positive-PEC
EBI3	C4A-positive-PEC
SLC1A5	C4A-positive-PEC
TGFB1	C4A-positive-PEC
DENND3	C4A-positive-PEC
PLIN3	C4A-positive-PEC
SIGLEC8	C4A-positive-PEC
CD33	C4A-positive-PEC
CARD8	C4A-positive-PEC
PLEKHA4	C4A-positive-PEC
GCDH	C4A-positive-PEC
DNASE2	C4A-positive-PEC
JAK3	C4A-positive-PEC
HAMP	C4A-positive-PEC
PON3	C4A-positive-PEC
PON2	C4A-positive-PEC
ITGB8	C4A-positive-PEC
PTN	C4A-positive-PEC
ZC3HAV1	C4A-positive-PEC
TFEC	C4A-positive-PEC
CAV2	C4A-positive-PEC
LFNG	C4A-positive-PEC
NOD1	C4A-positive-PEC
HSPB1	C4A-positive-PEC
PTPRZ1	C4A-positive-PEC
GIMAP2	C4A-positive-PEC
TMEM176B	C4A-positive-PEC
AEBP1	C4A-positive-PEC
POLD2	C4A-positive-PEC
CNTNAP3	C4A-positive-PEC
TGFBR1	C4A-positive-PEC
ENG	C4A-positive-PEC
DOCK8	C4A-positive-PEC
KANK1	C4A-positive-PEC
FUBP3	C4A-positive-PEC
DDX58	C4A-positive-PEC
GLIS3	C4A-positive-PEC
PTGDS	C4A-positive-PEC
RASSF4	C4A-positive-PEC
PALD1	C4A-positive-PEC
CDH23	C4A-positive-PEC
C10orf54	C4A-positive-PEC
BMPR1A	C4A-positive-PEC
