gene	set
IFITM1	Complement + Complement PPI InWeb (545 genes)
IGF1	Complement + Complement PPI InWeb (545 genes)
IGF2	Complement + Complement PPI InWeb (545 genes)
IGFALS	Complement + Complement PPI InWeb (545 genes)
IGFBP3	Complement + Complement PPI InWeb (545 genes)
IGHG1	Complement + Complement PPI InWeb (545 genes)
IGHG2	Complement + Complement PPI InWeb (545 genes)
IGHG4	Complement + Complement PPI InWeb (545 genes)
IGKC	Complement + Complement PPI InWeb (545 genes)
IGKV3-11	Complement + Complement PPI InWeb (545 genes)
IGKV3-20	Complement + Complement PPI InWeb (545 genes)
IGKV4-1	Complement + Complement PPI InWeb (545 genes)
IGKV5-2	Complement + Complement PPI InWeb (545 genes)
IGLL5	Complement + Complement PPI InWeb (545 genes)
IL8	Complement + Complement PPI InWeb (545 genes)
INS	Complement + Complement PPI InWeb (545 genes)
INSL5	Complement + Complement PPI InWeb (545 genes)
IQGAP1	Complement + Complement PPI InWeb (545 genes)
ITGA2B	Complement + Complement PPI InWeb (545 genes)
ITGAD	Complement + Complement PPI InWeb (545 genes)
ITGAL	Complement + Complement PPI InWeb (545 genes)
ITGAV	Complement + Complement PPI InWeb (545 genes)
ITGB1	Complement + Complement PPI InWeb (545 genes)
ITGB3	Complement + Complement PPI InWeb (545 genes)
ITGB5	Complement + Complement PPI InWeb (545 genes)
ITGB8	Complement + Complement PPI InWeb (545 genes)
JAM3	Complement + Complement PPI InWeb (545 genes)
KDELR1	Complement + Complement PPI InWeb (545 genes)
KISS1	Complement + Complement PPI InWeb (545 genes)
KISS1R	Complement + Complement PPI InWeb (545 genes)
KLKB1	Complement + Complement PPI InWeb (545 genes)
KNG1	Complement + Complement PPI InWeb (545 genes)
KRT17	Complement + Complement PPI InWeb (545 genes)
KRT18	Complement + Complement PPI InWeb (545 genes)
KRT7	Complement + Complement PPI InWeb (545 genes)
LMAN1	Complement + Complement PPI InWeb (545 genes)
LPAR1	Complement + Complement PPI InWeb (545 genes)
LPAR2	Complement + Complement PPI InWeb (545 genes)
LPAR3	Complement + Complement PPI InWeb (545 genes)
LPAR4	Complement + Complement PPI InWeb (545 genes)
LPAR5	Complement + Complement PPI InWeb (545 genes)
LPAR6	Complement + Complement PPI InWeb (545 genes)
LTB4R	Complement + Complement PPI InWeb (545 genes)
LTB4R2	Complement + Complement PPI InWeb (545 genes)
MCFD2	Complement + Complement PPI InWeb (545 genes)
MCHR1	Complement + Complement PPI InWeb (545 genes)
MCHR2	Complement + Complement PPI InWeb (545 genes)
MFAP2	Complement + Complement PPI InWeb (545 genes)
MFAP5	Complement + Complement PPI InWeb (545 genes)
MLN	Complement + Complement PPI InWeb (545 genes)
MLNR	Complement + Complement PPI InWeb (545 genes)
MMP1	Complement + Complement PPI InWeb (545 genes)
MPRIP	Complement + Complement PPI InWeb (545 genes)
MTNR1A	Complement + Complement PPI InWeb (545 genes)
MTNR1B	Complement + Complement PPI InWeb (545 genes)
NID1	Complement + Complement PPI InWeb (545 genes)
NMB	Complement + Complement PPI InWeb (545 genes)
NMBR	Complement + Complement PPI InWeb (545 genes)
NMS	Complement + Complement PPI InWeb (545 genes)
NMU	Complement + Complement PPI InWeb (545 genes)
NMUR1	Complement + Complement PPI InWeb (545 genes)
NMUR2	Complement + Complement PPI InWeb (545 genes)
NPB	Complement + Complement PPI InWeb (545 genes)
NPBWR1	Complement + Complement PPI InWeb (545 genes)
NPBWR2	Complement + Complement PPI InWeb (545 genes)
NPFF	Complement + Complement PPI InWeb (545 genes)
NPFFR1	Complement + Complement PPI InWeb (545 genes)
NPFFR2	Complement + Complement PPI InWeb (545 genes)
NPS	Complement + Complement PPI InWeb (545 genes)
NPSR1	Complement + Complement PPI InWeb (545 genes)
NPW	Complement + Complement PPI InWeb (545 genes)
NPY	Complement + Complement PPI InWeb (545 genes)
NPY1R	Complement + Complement PPI InWeb (545 genes)
NPY2R	Complement + Complement PPI InWeb (545 genes)
NPY4R	Complement + Complement PPI InWeb (545 genes)
NPY5R	Complement + Complement PPI InWeb (545 genes)
NTS	Complement + Complement PPI InWeb (545 genes)
NTSR1	Complement + Complement PPI InWeb (545 genes)
NTSR2	Complement + Complement PPI InWeb (545 genes)
OPN4	Complement + Complement PPI InWeb (545 genes)
OPRD1	Complement + Complement PPI InWeb (545 genes)
OPRK1	Complement + Complement PPI InWeb (545 genes)
OPRL1	Complement + Complement PPI InWeb (545 genes)
OPRM1	Complement + Complement PPI InWeb (545 genes)
OXER1	Complement + Complement PPI InWeb (545 genes)
OXGR1	Complement + Complement PPI InWeb (545 genes)
OXT	Complement + Complement PPI InWeb (545 genes)
OXTR	Complement + Complement PPI InWeb (545 genes)
P2RY1	Complement + Complement PPI InWeb (545 genes)
P2RY10	Complement + Complement PPI InWeb (545 genes)
P2RY11	Complement + Complement PPI InWeb (545 genes)
P2RY12	Complement + Complement PPI InWeb (545 genes)
P2RY13	Complement + Complement PPI InWeb (545 genes)
P2RY14	Complement + Complement PPI InWeb (545 genes)
P2RY2	Complement + Complement PPI InWeb (545 genes)
P2RY4	Complement + Complement PPI InWeb (545 genes)
P2RY6	Complement + Complement PPI InWeb (545 genes)
PDYN	Complement + Complement PPI InWeb (545 genes)
PENK	Complement + Complement PPI InWeb (545 genes)
PF4	Complement + Complement PPI InWeb (545 genes)
PLEC	Complement + Complement PPI InWeb (545 genes)
PMCH	Complement + Complement PPI InWeb (545 genes)
PNOC	Complement + Complement PPI InWeb (545 genes)
POFUT2	Complement + Complement PPI InWeb (545 genes)
POMC	Complement + Complement PPI InWeb (545 genes)
PPBP	Complement + Complement PPI InWeb (545 genes)
PPY	Complement + Complement PPI InWeb (545 genes)
PROC	Complement + Complement PPI InWeb (545 genes)
PROCR	Complement + Complement PPI InWeb (545 genes)
PROK1	Complement + Complement PPI InWeb (545 genes)
PROK2	Complement + Complement PPI InWeb (545 genes)
PROKR1	Complement + Complement PPI InWeb (545 genes)
PROKR2	Complement + Complement PPI InWeb (545 genes)
PROS1	Complement + Complement PPI InWeb (545 genes)
PTAFR	Complement + Complement PPI InWeb (545 genes)
PTGDR2	Complement + Complement PPI InWeb (545 genes)
PTGER1	Complement + Complement PPI InWeb (545 genes)
PTGER3	Complement + Complement PPI InWeb (545 genes)
PTGFR	Complement + Complement PPI InWeb (545 genes)
PTPN11	Complement + Complement PPI InWeb (545 genes)
PYY	Complement + Complement PPI InWeb (545 genes)
QRFP	Complement + Complement PPI InWeb (545 genes)
QRFPR	Complement + Complement PPI InWeb (545 genes)
RAB1A	Complement + Complement PPI InWeb (545 genes)
RAB1B	Complement + Complement PPI InWeb (545 genes)
RACGAP1	Complement + Complement PPI InWeb (545 genes)
RLN3	Complement + Complement PPI InWeb (545 genes)
RXFP3	Complement + Complement PPI InWeb (545 genes)
RXFP4	Complement + Complement PPI InWeb (545 genes)
S1PR1	Complement + Complement PPI InWeb (545 genes)
S1PR2	Complement + Complement PPI InWeb (545 genes)
S1PR3	Complement + Complement PPI InWeb (545 genes)
S1PR4	Complement + Complement PPI InWeb (545 genes)
S1PR5	Complement + Complement PPI InWeb (545 genes)
SAA1	Complement + Complement PPI InWeb (545 genes)
SAR1B	Complement + Complement PPI InWeb (545 genes)
SCFD1	Complement + Complement PPI InWeb (545 genes)
SDC1	Complement + Complement PPI InWeb (545 genes)
SDC2	Complement + Complement PPI InWeb (545 genes)
SDC4	Complement + Complement PPI InWeb (545 genes)
SEC13	Complement + Complement PPI InWeb (545 genes)
SEC16A	Complement + Complement PPI InWeb (545 genes)
SEC16B	Complement + Complement PPI InWeb (545 genes)
SEC23A	Complement + Complement PPI InWeb (545 genes)
SEC23IP	Complement + Complement PPI InWeb (545 genes)
SEC24A	Complement + Complement PPI InWeb (545 genes)
SEC24B	Complement + Complement PPI InWeb (545 genes)
SEC24C	Complement + Complement PPI InWeb (545 genes)
SEC24D	Complement + Complement PPI InWeb (545 genes)
SEC31A	Complement + Complement PPI InWeb (545 genes)
SERPINA1	Complement + Complement PPI InWeb (545 genes)
SERPINC1	Complement + Complement PPI InWeb (545 genes)
SERPIND1	Complement + Complement PPI InWeb (545 genes)
SERPINE1	Complement + Complement PPI InWeb (545 genes)
SERPINE2	Complement + Complement PPI InWeb (545 genes)
SERPINF2	Complement + Complement PPI InWeb (545 genes)
SHC1	Complement + Complement PPI InWeb (545 genes)
SMU1	Complement + Complement PPI InWeb (545 genes)
SNRPD2	Complement + Complement PPI InWeb (545 genes)
SOS1	Complement + Complement PPI InWeb (545 genes)
SPTA1	Complement + Complement PPI InWeb (545 genes)
SPTAN1	Complement + Complement PPI InWeb (545 genes)
SPTB	Complement + Complement PPI InWeb (545 genes)
SPTBN1	Complement + Complement PPI InWeb (545 genes)
SPTBN2	Complement + Complement PPI InWeb (545 genes)
SPTBN4	Complement + Complement PPI InWeb (545 genes)
SPTBN5	Complement + Complement PPI InWeb (545 genes)
SST	Complement + Complement PPI InWeb (545 genes)
SSTR1	Complement + Complement PPI InWeb (545 genes)
SSTR2	Complement + Complement PPI InWeb (545 genes)
SSTR3	Complement + Complement PPI InWeb (545 genes)
SSTR4	Complement + Complement PPI InWeb (545 genes)
SSTR5	Complement + Complement PPI InWeb (545 genes)
STX5	Complement + Complement PPI InWeb (545 genes)
SUCNR1	Complement + Complement PPI InWeb (545 genes)
TAC1	Complement + Complement PPI InWeb (545 genes)
TAC3	Complement + Complement PPI InWeb (545 genes)
TACR1	Complement + Complement PPI InWeb (545 genes)
TACR2	Complement + Complement PPI InWeb (545 genes)
TACR3	Complement + Complement PPI InWeb (545 genes)
TAS2R1	Complement + Complement PPI InWeb (545 genes)
TAS2R10	Complement + Complement PPI InWeb (545 genes)
TAS2R13	Complement + Complement PPI InWeb (545 genes)
TAS2R14	Complement + Complement PPI InWeb (545 genes)
TAS2R16	Complement + Complement PPI InWeb (545 genes)
TAS2R19	Complement + Complement PPI InWeb (545 genes)
TAS2R20	Complement + Complement PPI InWeb (545 genes)
TAS2R3	Complement + Complement PPI InWeb (545 genes)
TAS2R31	Complement + Complement PPI InWeb (545 genes)
TAS2R38	Complement + Complement PPI InWeb (545 genes)
TAS2R39	Complement + Complement PPI InWeb (545 genes)
TAS2R4	Complement + Complement PPI InWeb (545 genes)
TAS2R40	Complement + Complement PPI InWeb (545 genes)
TAS2R41	Complement + Complement PPI InWeb (545 genes)
TAS2R42	Complement + Complement PPI InWeb (545 genes)
TAS2R43	Complement + Complement PPI InWeb (545 genes)
TAS2R46	Complement + Complement PPI InWeb (545 genes)
TAS2R5	Complement + Complement PPI InWeb (545 genes)
TAS2R50	Complement + Complement PPI InWeb (545 genes)
TAS2R60	Complement + Complement PPI InWeb (545 genes)
TAS2R7	Complement + Complement PPI InWeb (545 genes)
TAS2R8	Complement + Complement PPI InWeb (545 genes)
TAS2R9	Complement + Complement PPI InWeb (545 genes)
TBXA2R	Complement + Complement PPI InWeb (545 genes)
TFG	Complement + Complement PPI InWeb (545 genes)
TGFA	Complement + Complement PPI InWeb (545 genes)
THBD	Complement + Complement PPI InWeb (545 genes)
TMED10	Complement + Complement PPI InWeb (545 genes)
TMED2	Complement + Complement PPI InWeb (545 genes)
TMED3	Complement + Complement PPI InWeb (545 genes)
TMED7	Complement + Complement PPI InWeb (545 genes)
TMED9	Complement + Complement PPI InWeb (545 genes)
TMEM115	Complement + Complement PPI InWeb (545 genes)
TNC	Complement + Complement PPI InWeb (545 genes)
TRAPPC1	Complement + Complement PPI InWeb (545 genes)
TRAPPC10	Complement + Complement PPI InWeb (545 genes)
TRAPPC2	Complement + Complement PPI InWeb (545 genes)
TRAPPC2L	Complement + Complement PPI InWeb (545 genes)
TRAPPC3	Complement + Complement PPI InWeb (545 genes)
TRAPPC4	Complement + Complement PPI InWeb (545 genes)
TRAPPC5	Complement + Complement PPI InWeb (545 genes)
TRAPPC6A	Complement + Complement PPI InWeb (545 genes)
TRAPPC6B	Complement + Complement PPI InWeb (545 genes)
TRAPPC9	Complement + Complement PPI InWeb (545 genes)
TRH	Complement + Complement PPI InWeb (545 genes)
TRHR	Complement + Complement PPI InWeb (545 genes)
UBC	Complement + Complement PPI InWeb (545 genes)
USO1	Complement + Complement PPI InWeb (545 genes)
UTS2	Complement + Complement PPI InWeb (545 genes)
UTS2B	Complement + Complement PPI InWeb (545 genes)
UTS2R	Complement + Complement PPI InWeb (545 genes)
VAV2	Complement + Complement PPI InWeb (545 genes)
VAV3	Complement + Complement PPI InWeb (545 genes)
VWF	Complement + Complement PPI InWeb (545 genes)
XCL1	Complement + Complement PPI InWeb (545 genes)
XCL2	Complement + Complement PPI InWeb (545 genes)
XCR1	Complement + Complement PPI InWeb (545 genes)
XRCC6	Complement + Complement PPI InWeb (545 genes)
YKT6	Complement + Complement PPI InWeb (545 genes)
